codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_malaria
312770,Governador Valadares,2017,11,2017-11-01,0
312770,Governador Valadares,2017,12,2017-12-01,0
312980,Ibirité,2017,1,2017-1-01,0
312980,Ibirité,2017,2,2017-2-01,0
312980,Ibirité,2017,3,2017-3-01,0
312980,Ibirité,2017,4,2017-4-01,0
312980,Ibirité,2017,5,2017-5-01,0
312980,Ibirité,2017,6,2017-6-01,0
312980,Ibirité,2017,7,2017-7-01,1
312980,Ibirité,2017,8,2017-8-01,0
312980,Ibirité,2017,9,2017-9-01,0
312980,Ibirité,2017,10,2017-10-01,0
312980,Ibirité,2017,11,2017-11-01,0
312980,Ibirité,2017,12,2017-12-01,0
313055,Imbé de Minas,2017,1,2017-1-01,1
313055,Imbé de Minas,2017,2,2017-2-01,0
313055,Imbé de Minas,2017,3,2017-3-01,0
313055,Imbé de Minas,2017,4,2017-4-01,0
313055,Imbé de Minas,2017,5,2017-5-01,0
313055,Imbé de Minas,2017,6,2017-6-01,0
313055,Imbé de Minas,2017,7,2017-7-01,0
313055,Imbé de Minas,2017,8,2017-8-01,0
313055,Imbé de Minas,2017,9,2017-9-01,0
313055,Imbé de Minas,2017,10,2017-10-01,0
313055,Imbé de Minas,2017,11,2017-11-01,0
313055,Imbé de Minas,2017,12,2017-12-01,0
313130,Ipatinga,2017,1,2017-1-01,0
313130,Ipatinga,2017,2,2017-2-01,0
313130,Ipatinga,2017,3,2017-3-01,0
313130,Ipatinga,2017,4,2017-4-01,0
313130,Ipatinga,2017,5,2017-5-01,0
313130,Ipatinga,2017,6,2017-6-01,0
313130,Ipatinga,2017,7,2017-7-01,0
313130,Ipatinga,2017,8,2017-8-01,1
313130,Ipatinga,2017,9,2017-9-01,0
313130,Ipatinga,2017,10,2017-10-01,0
313130,Ipatinga,2017,11,2017-11-01,0
313130,Ipatinga,2017,12,2017-12-01,0
313170,Itabira,2017,1,2017-1-01,1
313170,Itabira,2017,2,2017-2-01,0
313170,Itabira,2017,3,2017-3-01,0
313170,Itabira,2017,4,2017-4-01,0
313170,Itabira,2017,5,2017-5-01,0
313170,Itabira,2017,6,2017-6-01,0
313170,Itabira,2017,7,2017-7-01,0
313170,Itabira,2017,8,2017-8-01,0
313170,Itabira,2017,9,2017-9-01,1
313170,Itabira,2017,10,2017-10-01,0
313170,Itabira,2017,11,2017-11-01,1
313170,Itabira,2017,12,2017-12-01,1
313190,Itabirito,2017,1,2017-1-01,1
313190,Itabirito,2017,2,2017-2-01,0
313190,Itabirito,2017,3,2017-3-01,0
313190,Itabirito,2017,4,2017-4-01,0
313190,Itabirito,2017,5,2017-5-01,0
313190,Itabirito,2017,6,2017-6-01,0
313190,Itabirito,2017,7,2017-7-01,0
313190,Itabirito,2017,8,2017-8-01,0
313190,Itabirito,2017,9,2017-9-01,0
313190,Itabirito,2017,10,2017-10-01,0
313190,Itabirito,2017,11,2017-11-01,0
313190,Itabirito,2017,12,2017-12-01,0
313240,Itajubá,2017,1,2017-1-01,0
313240,Itajubá,2017,2,2017-2-01,0
313240,Itajubá,2017,3,2017-3-01,0
313240,Itajubá,2017,4,2017-4-01,0
313240,Itajubá,2017,5,2017-5-01,0
313240,Itajubá,2017,6,2017-6-01,0
313240,Itajubá,2017,7,2017-7-01,0
313240,Itajubá,2017,8,2017-8-01,0
313240,Itajubá,2017,9,2017-9-01,1
313240,Itajubá,2017,10,2017-10-01,0
313240,Itajubá,2017,11,2017-11-01,0
313240,Itajubá,2017,12,2017-12-01,0
313250,Itamarandiba,2017,1,2017-1-01,0
313250,Itamarandiba,2017,2,2017-2-01,1
313250,Itamarandiba,2017,3,2017-3-01,0
313250,Itamarandiba,2017,4,2017-4-01,0
313250,Itamarandiba,2017,5,2017-5-01,0
313250,Itamarandiba,2017,6,2017-6-01,0
313250,Itamarandiba,2017,7,2017-7-01,0
313250,Itamarandiba,2017,8,2017-8-01,0
313250,Itamarandiba,2017,9,2017-9-01,0
313250,Itamarandiba,2017,10,2017-10-01,0
313250,Itamarandiba,2017,11,2017-11-01,0
313250,Itamarandiba,2017,12,2017-12-01,0
313330,Itaobim,2017,1,2017-1-01,0
313330,Itaobim,2017,2,2017-2-01,0
313330,Itaobim,2017,3,2017-3-01,0
313330,Itaobim,2017,4,2017-4-01,0
313330,Itaobim,2017,5,2017-5-01,0
313330,Itaobim,2017,6,2017-6-01,0
313330,Itaobim,2017,7,2017-7-01,0
313330,Itaobim,2017,8,2017-8-01,1
313330,Itaobim,2017,9,2017-9-01,0
313330,Itaobim,2017,10,2017-10-01,0
313330,Itaobim,2017,11,2017-11-01,0
313330,Itaobim,2017,12,2017-12-01,0
313350,Itapecerica,2017,1,2017-1-01,0
313350,Itapecerica,2017,2,2017-2-01,0
313350,Itapecerica,2017,3,2017-3-01,0
313350,Itapecerica,2017,4,2017-4-01,0
313350,Itapecerica,2017,5,2017-5-01,0
313350,Itapecerica,2017,6,2017-6-01,0
313350,Itapecerica,2017,7,2017-7-01,0
313350,Itapecerica,2017,8,2017-8-01,0
313350,Itapecerica,2017,9,2017-9-01,0
313350,Itapecerica,2017,10,2017-10-01,0
313350,Itapecerica,2017,11,2017-11-01,0
313350,Itapecerica,2017,12,2017-12-01,1
313440,Iturama,2017,1,2017-1-01,0
313440,Iturama,2017,2,2017-2-01,0
313440,Iturama,2017,3,2017-3-01,0
313440,Iturama,2017,4,2017-4-01,0
313440,Iturama,2017,5,2017-5-01,0
313440,Iturama,2017,6,2017-6-01,1
313440,Iturama,2017,7,2017-7-01,0
313440,Iturama,2017,8,2017-8-01,0
313440,Iturama,2017,9,2017-9-01,0
313440,Iturama,2017,10,2017-10-01,0
313440,Iturama,2017,11,2017-11-01,0
313440,Iturama,2017,12,2017-12-01,0
313670,Juiz de Fora,2017,1,2017-1-01,0
313670,Juiz de Fora,2017,2,2017-2-01,0
313670,Juiz de Fora,2017,3,2017-3-01,1
313670,Juiz de Fora,2017,4,2017-4-01,0
313670,Juiz de Fora,2017,5,2017-5-01,0
313670,Juiz de Fora,2017,6,2017-6-01,0
313670,Juiz de Fora,2017,7,2017-7-01,0
313670,Juiz de Fora,2017,8,2017-8-01,0
313670,Juiz de Fora,2017,9,2017-9-01,0
313670,Juiz de Fora,2017,10,2017-10-01,1
313670,Juiz de Fora,2017,11,2017-11-01,0
313670,Juiz de Fora,2017,12,2017-12-01,0
313690,Juruaia,2017,1,2017-1-01,0
313690,Juruaia,2017,2,2017-2-01,0
313690,Juruaia,2017,3,2017-3-01,0
313690,Juruaia,2017,4,2017-4-01,0
313690,Juruaia,2017,5,2017-5-01,0
313690,Juruaia,2017,6,2017-6-01,0
313690,Juruaia,2017,7,2017-7-01,0
313690,Juruaia,2017,8,2017-8-01,1
313690,Juruaia,2017,9,2017-9-01,0
313690,Juruaia,2017,10,2017-10-01,0
313690,Juruaia,2017,11,2017-11-01,0
313690,Juruaia,2017,12,2017-12-01,0
313760,Lagoa Santa,2017,1,2017-1-01,0
313760,Lagoa Santa,2017,2,2017-2-01,0
313760,Lagoa Santa,2017,3,2017-3-01,1
313760,Lagoa Santa,2017,4,2017-4-01,0
313760,Lagoa Santa,2017,5,2017-5-01,0
313760,Lagoa Santa,2017,6,2017-6-01,0
313760,Lagoa Santa,2017,7,2017-7-01,0
313760,Lagoa Santa,2017,8,2017-8-01,0
313760,Lagoa Santa,2017,9,2017-9-01,0
313760,Lagoa Santa,2017,10,2017-10-01,0
313760,Lagoa Santa,2017,11,2017-11-01,0
313760,Lagoa Santa,2017,12,2017-12-01,0
313820,Lavras,2017,1,2017-1-01,2
313820,Lavras,2017,2,2017-2-01,0
313820,Lavras,2017,3,2017-3-01,0
313820,Lavras,2017,4,2017-4-01,0
313820,Lavras,2017,5,2017-5-01,0
313820,Lavras,2017,6,2017-6-01,0
313820,Lavras,2017,7,2017-7-01,0
313820,Lavras,2017,8,2017-8-01,0
313820,Lavras,2017,9,2017-9-01,0
313820,Lavras,2017,10,2017-10-01,0
313820,Lavras,2017,11,2017-11-01,0
313820,Lavras,2017,12,2017-12-01,0
313920,Malacacheta,2017,1,2017-1-01,0
313920,Malacacheta,2017,2,2017-2-01,0
313920,Malacacheta,2017,3,2017-3-01,0
313920,Malacacheta,2017,4,2017-4-01,0
313920,Malacacheta,2017,5,2017-5-01,0
313920,Malacacheta,2017,6,2017-6-01,0
313920,Malacacheta,2017,7,2017-7-01,1
313920,Malacacheta,2017,8,2017-8-01,0
313920,Malacacheta,2017,9,2017-9-01,0
313920,Malacacheta,2017,10,2017-10-01,0
313920,Malacacheta,2017,11,2017-11-01,0
313920,Malacacheta,2017,12,2017-12-01,0
314110,Matozinhos,2017,1,2017-1-01,1
314110,Matozinhos,2017,2,2017-2-01,1
314110,Matozinhos,2017,3,2017-3-01,0
314110,Matozinhos,2017,4,2017-4-01,1
314110,Matozinhos,2017,5,2017-5-01,0
314110,Matozinhos,2017,6,2017-6-01,0
314110,Matozinhos,2017,7,2017-7-01,0
314110,Matozinhos,2017,8,2017-8-01,0
314110,Matozinhos,2017,9,2017-9-01,0
314110,Matozinhos,2017,10,2017-10-01,0
314110,Matozinhos,2017,11,2017-11-01,0
314110,Matozinhos,2017,12,2017-12-01,0
314170,Mesquita,2017,1,2017-1-01,0
314170,Mesquita,2017,2,2017-2-01,0
314170,Mesquita,2017,3,2017-3-01,0
314170,Mesquita,2017,4,2017-4-01,0
314170,Mesquita,2017,5,2017-5-01,0
314170,Mesquita,2017,6,2017-6-01,1
314170,Mesquita,2017,7,2017-7-01,0
314170,Mesquita,2017,8,2017-8-01,0
314170,Mesquita,2017,9,2017-9-01,0
314170,Mesquita,2017,10,2017-10-01,0
314170,Mesquita,2017,11,2017-11-01,0
314170,Mesquita,2017,12,2017-12-01,0
314330,Montes Claros,2017,1,2017-1-01,0
314330,Montes Claros,2017,2,2017-2-01,0
314330,Montes Claros,2017,3,2017-3-01,1
314330,Montes Claros,2017,4,2017-4-01,0
314330,Montes Claros,2017,5,2017-5-01,0
314330,Montes Claros,2017,6,2017-6-01,0
314330,Montes Claros,2017,7,2017-7-01,0
314330,Montes Claros,2017,8,2017-8-01,0
314330,Montes Claros,2017,9,2017-9-01,0
314330,Montes Claros,2017,10,2017-10-01,0
314330,Montes Claros,2017,11,2017-11-01,0
314330,Montes Claros,2017,12,2017-12-01,0
314470,Nova Era,2017,1,2017-1-01,0
314470,Nova Era,2017,2,2017-2-01,1
314470,Nova Era,2017,3,2017-3-01,0
314470,Nova Era,2017,4,2017-4-01,0
314470,Nova Era,2017,5,2017-5-01,0
314470,Nova Era,2017,6,2017-6-01,0
314470,Nova Era,2017,7,2017-7-01,0
314470,Nova Era,2017,8,2017-8-01,0
314470,Nova Era,2017,9,2017-9-01,0
314470,Nova Era,2017,10,2017-10-01,0
314470,Nova Era,2017,11,2017-11-01,0
314470,Nova Era,2017,12,2017-12-01,0
314480,Nova Lima,2017,1,2017-1-01,1
314480,Nova Lima,2017,2,2017-2-01,0
314480,Nova Lima,2017,3,2017-3-01,1
314480,Nova Lima,2017,4,2017-4-01,2
314480,Nova Lima,2017,5,2017-5-01,0
314480,Nova Lima,2017,6,2017-6-01,0
314480,Nova Lima,2017,7,2017-7-01,1
314480,Nova Lima,2017,8,2017-8-01,0
314480,Nova Lima,2017,9,2017-9-01,0
314480,Nova Lima,2017,10,2017-10-01,0
314480,Nova Lima,2017,11,2017-11-01,0
314480,Nova Lima,2017,12,2017-12-01,1
314545,Olhos-d'Água,2017,1,2017-1-01,0
314545,Olhos-d'Água,2017,2,2017-2-01,0
314545,Olhos-d'Água,2017,3,2017-3-01,0
314545,Olhos-d'Água,2017,4,2017-4-01,2
314545,Olhos-d'Água,2017,5,2017-5-01,0
314545,Olhos-d'Água,2017,6,2017-6-01,0
314545,Olhos-d'Água,2017,7,2017-7-01,0
314545,Olhos-d'Água,2017,8,2017-8-01,0
314545,Olhos-d'Água,2017,9,2017-9-01,0
314545,Olhos-d'Água,2017,10,2017-10-01,0
314545,Olhos-d'Água,2017,11,2017-11-01,0
314545,Olhos-d'Água,2017,12,2017-12-01,0
314610,Ouro Preto,2017,1,2017-1-01,1
314610,Ouro Preto,2017,2,2017-2-01,0
314610,Ouro Preto,2017,3,2017-3-01,0
314610,Ouro Preto,2017,4,2017-4-01,0
314610,Ouro Preto,2017,5,2017-5-01,0
314610,Ouro Preto,2017,6,2017-6-01,0
314610,Ouro Preto,2017,7,2017-7-01,0
314610,Ouro Preto,2017,8,2017-8-01,0
314610,Ouro Preto,2017,9,2017-9-01,0
314610,Ouro Preto,2017,10,2017-10-01,0
314610,Ouro Preto,2017,11,2017-11-01,0
314610,Ouro Preto,2017,12,2017-12-01,0
314800,Patos de Minas,2017,1,2017-1-01,1
314800,Patos de Minas,2017,2,2017-2-01,0
314800,Patos de Minas,2017,3,2017-3-01,0
314800,Patos de Minas,2017,4,2017-4-01,0
314800,Patos de Minas,2017,5,2017-5-01,0
314800,Patos de Minas,2017,6,2017-6-01,0
314800,Patos de Minas,2017,7,2017-7-01,0
314800,Patos de Minas,2017,8,2017-8-01,0
314800,Patos de Minas,2017,9,2017-9-01,0
314800,Patos de Minas,2017,10,2017-10-01,0
314800,Patos de Minas,2017,11,2017-11-01,0
314800,Patos de Minas,2017,12,2017-12-01,0
315015,Piedade de Caratinga,2017,1,2017-1-01,1
315015,Piedade de Caratinga,2017,2,2017-2-01,0
315015,Piedade de Caratinga,2017,3,2017-3-01,0
315015,Piedade de Caratinga,2017,4,2017-4-01,0
315015,Piedade de Caratinga,2017,5,2017-5-01,0
315015,Piedade de Caratinga,2017,6,2017-6-01,0
315015,Piedade de Caratinga,2017,7,2017-7-01,0
315015,Piedade de Caratinga,2017,8,2017-8-01,0
315015,Piedade de Caratinga,2017,9,2017-9-01,0
315015,Piedade de Caratinga,2017,10,2017-10-01,0
315015,Piedade de Caratinga,2017,11,2017-11-01,0
315015,Piedade de Caratinga,2017,12,2017-12-01,0
315320,Presidente Juscelino,2017,1,2017-1-01,1
315320,Presidente Juscelino,2017,2,2017-2-01,0
315320,Presidente Juscelino,2017,3,2017-3-01,0
315320,Presidente Juscelino,2017,4,2017-4-01,0
315320,Presidente Juscelino,2017,5,2017-5-01,0
315320,Presidente Juscelino,2017,6,2017-6-01,0
315320,Presidente Juscelino,2017,7,2017-7-01,0
315320,Presidente Juscelino,2017,8,2017-8-01,0
315320,Presidente Juscelino,2017,9,2017-9-01,0
315320,Presidente Juscelino,2017,10,2017-10-01,0
315320,Presidente Juscelino,2017,11,2017-11-01,0
315320,Presidente Juscelino,2017,12,2017-12-01,0
315460,Ribeirão das Neves,2017,1,2017-1-01,1
315460,Ribeirão das Neves,2017,2,2017-2-01,0
315460,Ribeirão das Neves,2017,3,2017-3-01,0
315460,Ribeirão das Neves,2017,4,2017-4-01,0
315460,Ribeirão das Neves,2017,5,2017-5-01,0
315460,Ribeirão das Neves,2017,6,2017-6-01,0
315460,Ribeirão das Neves,2017,7,2017-7-01,1
315460,Ribeirão das Neves,2017,8,2017-8-01,0
315460,Ribeirão das Neves,2017,9,2017-9-01,0
315460,Ribeirão das Neves,2017,10,2017-10-01,0
315460,Ribeirão das Neves,2017,11,2017-11-01,0
315460,Ribeirão das Neves,2017,12,2017-12-01,0
315670,Sabará,2017,1,2017-1-01,0
315670,Sabará,2017,2,2017-2-01,0
315670,Sabará,2017,3,2017-3-01,0
315670,Sabará,2017,4,2017-4-01,0
315670,Sabará,2017,5,2017-5-01,0
315670,Sabará,2017,6,2017-6-01,0
315670,Sabará,2017,7,2017-7-01,0
315670,Sabará,2017,8,2017-8-01,0
315670,Sabará,2017,9,2017-9-01,0
315670,Sabará,2017,10,2017-10-01,0
315670,Sabará,2017,11,2017-11-01,1
315670,Sabará,2017,12,2017-12-01,0
315690,Sacramento,2017,1,2017-1-01,0
315690,Sacramento,2017,2,2017-2-01,0
315690,Sacramento,2017,3,2017-3-01,0
315690,Sacramento,2017,4,2017-4-01,0
315690,Sacramento,2017,5,2017-5-01,0
315690,Sacramento,2017,6,2017-6-01,0
315690,Sacramento,2017,7,2017-7-01,0
315690,Sacramento,2017,8,2017-8-01,0
315690,Sacramento,2017,9,2017-9-01,0
315690,Sacramento,2017,10,2017-10-01,1
315690,Sacramento,2017,11,2017-11-01,0
315690,Sacramento,2017,12,2017-12-01,0
315770,Santa Juliana,2017,1,2017-1-01,1
315770,Santa Juliana,2017,2,2017-2-01,0
315770,Santa Juliana,2017,3,2017-3-01,1
315770,Santa Juliana,2017,4,2017-4-01,0
315770,Santa Juliana,2017,5,2017-5-01,0
315770,Santa Juliana,2017,6,2017-6-01,0
315770,Santa Juliana,2017,7,2017-7-01,0
315770,Santa Juliana,2017,8,2017-8-01,0
315770,Santa Juliana,2017,9,2017-9-01,0
315770,Santa Juliana,2017,10,2017-10-01,0
315770,Santa Juliana,2017,11,2017-11-01,0
315770,Santa Juliana,2017,12,2017-12-01,1
315780,Santa Luzia,2017,1,2017-1-01,0
315780,Santa Luzia,2017,2,2017-2-01,1
315780,Santa Luzia,2017,3,2017-3-01,0
315780,Santa Luzia,2017,4,2017-4-01,0
315780,Santa Luzia,2017,5,2017-5-01,0
315780,Santa Luzia,2017,6,2017-6-01,0
315780,Santa Luzia,2017,7,2017-7-01,0
315780,Santa Luzia,2017,8,2017-8-01,0
315780,Santa Luzia,2017,9,2017-9-01,0
315780,Santa Luzia,2017,10,2017-10-01,0
315780,Santa Luzia,2017,11,2017-11-01,0
315780,Santa Luzia,2017,12,2017-12-01,0
315895,Santana do Paraíso,2017,1,2017-1-01,0
315895,Santana do Paraíso,2017,2,2017-2-01,0
315895,Santana do Paraíso,2017,3,2017-3-01,0
315895,Santana do Paraíso,2017,4,2017-4-01,0
315895,Santana do Paraíso,2017,5,2017-5-01,0
315895,Santana do Paraíso,2017,6,2017-6-01,0
315895,Santana do Paraíso,2017,7,2017-7-01,0
315895,Santana do Paraíso,2017,8,2017-8-01,0
315895,Santana do Paraíso,2017,9,2017-9-01,0
315895,Santana do Paraíso,2017,10,2017-10-01,0
315895,Santana do Paraíso,2017,11,2017-11-01,0
315895,Santana do Paraíso,2017,12,2017-12-01,1
316040,Santo Antônio do Monte,2017,1,2017-1-01,0
316040,Santo Antônio do Monte,2017,2,2017-2-01,0
316040,Santo Antônio do Monte,2017,3,2017-3-01,0
316040,Santo Antônio do Monte,2017,4,2017-4-01,0
316040,Santo Antônio do Monte,2017,5,2017-5-01,0
316040,Santo Antônio do Monte,2017,6,2017-6-01,0
316040,Santo Antônio do Monte,2017,7,2017-7-01,0
316040,Santo Antônio do Monte,2017,8,2017-8-01,0
316040,Santo Antônio do Monte,2017,9,2017-9-01,0
316040,Santo Antônio do Monte,2017,10,2017-10-01,0
316040,Santo Antônio do Monte,2017,11,2017-11-01,2
316040,Santo Antônio do Monte,2017,12,2017-12-01,0
316090,São Brás do Suaçuí,2017,1,2017-1-01,0
316090,São Brás do Suaçuí,2017,2,2017-2-01,0
316090,São Brás do Suaçuí,2017,3,2017-3-01,0
316090,São Brás do Suaçuí,2017,4,2017-4-01,0
316090,São Brás do Suaçuí,2017,5,2017-5-01,0
316090,São Brás do Suaçuí,2017,6,2017-6-01,1
316090,São Brás do Suaçuí,2017,7,2017-7-01,1
316090,São Brás do Suaçuí,2017,8,2017-8-01,0
316090,São Brás do Suaçuí,2017,9,2017-9-01,0
316090,São Brás do Suaçuí,2017,10,2017-10-01,0
316090,São Brás do Suaçuí,2017,11,2017-11-01,0
316090,São Brás do Suaçuí,2017,12,2017-12-01,0
316165,São Geraldo do Baixio,2017,1,2017-1-01,0
316165,São Geraldo do Baixio,2017,2,2017-2-01,0
316165,São Geraldo do Baixio,2017,3,2017-3-01,0
316165,São Geraldo do Baixio,2017,4,2017-4-01,0
316165,São Geraldo do Baixio,2017,5,2017-5-01,0
316165,São Geraldo do Baixio,2017,6,2017-6-01,0
316165,São Geraldo do Baixio,2017,7,2017-7-01,0
316165,São Geraldo do Baixio,2017,8,2017-8-01,1
316165,São Geraldo do Baixio,2017,9,2017-9-01,0
316165,São Geraldo do Baixio,2017,10,2017-10-01,0
316165,São Geraldo do Baixio,2017,11,2017-11-01,0
316165,São Geraldo do Baixio,2017,12,2017-12-01,1
312550,São Gonçalo do Rio Preto,2017,1,2017-1-01,0
312550,São Gonçalo do Rio Preto,2017,2,2017-2-01,0
312550,São Gonçalo do Rio Preto,2017,3,2017-3-01,0
312550,São Gonçalo do Rio Preto,2017,4,2017-4-01,0
312550,São Gonçalo do Rio Preto,2017,5,2017-5-01,0
312550,São Gonçalo do Rio Preto,2017,6,2017-6-01,0
312550,São Gonçalo do Rio Preto,2017,7,2017-7-01,0
312550,São Gonçalo do Rio Preto,2017,8,2017-8-01,1
312550,São Gonçalo do Rio Preto,2017,9,2017-9-01,0
312550,São Gonçalo do Rio Preto,2017,10,2017-10-01,0
312550,São Gonçalo do Rio Preto,2017,11,2017-11-01,0
312550,São Gonçalo do Rio Preto,2017,12,2017-12-01,0
316210,São Gotardo,2017,1,2017-1-01,0
316210,São Gotardo,2017,2,2017-2-01,0
316210,São Gotardo,2017,3,2017-3-01,0
316210,São Gotardo,2017,4,2017-4-01,0
316210,São Gotardo,2017,5,2017-5-01,0
316210,São Gotardo,2017,6,2017-6-01,0
316210,São Gotardo,2017,7,2017-7-01,1
316210,São Gotardo,2017,8,2017-8-01,1
316210,São Gotardo,2017,9,2017-9-01,0
316210,São Gotardo,2017,10,2017-10-01,0
316210,São Gotardo,2017,11,2017-11-01,0
316210,São Gotardo,2017,12,2017-12-01,0
316553,Sarzedo,2017,1,2017-1-01,0
316553,Sarzedo,2017,2,2017-2-01,0
316553,Sarzedo,2017,3,2017-3-01,0
316553,Sarzedo,2017,4,2017-4-01,0
316553,Sarzedo,2017,5,2017-5-01,0
316553,Sarzedo,2017,6,2017-6-01,0
316553,Sarzedo,2017,7,2017-7-01,0
316553,Sarzedo,2017,8,2017-8-01,0
316553,Sarzedo,2017,9,2017-9-01,0
316553,Sarzedo,2017,10,2017-10-01,0
316553,Sarzedo,2017,11,2017-11-01,1
316553,Sarzedo,2017,12,2017-12-01,0
316720,Sete Lagoas,2017,1,2017-1-01,0
316720,Sete Lagoas,2017,2,2017-2-01,1
316720,Sete Lagoas,2017,3,2017-3-01,1
316720,Sete Lagoas,2017,4,2017-4-01,0
316720,Sete Lagoas,2017,5,2017-5-01,0
316720,Sete Lagoas,2017,6,2017-6-01,0
316720,Sete Lagoas,2017,7,2017-7-01,0
316720,Sete Lagoas,2017,8,2017-8-01,0
316720,Sete Lagoas,2017,9,2017-9-01,0
316720,Sete Lagoas,2017,10,2017-10-01,0
316720,Sete Lagoas,2017,11,2017-11-01,0
316720,Sete Lagoas,2017,12,2017-12-01,0
316760,Simonésia,2017,1,2017-1-01,0
316760,Simonésia,2017,2,2017-2-01,1
316760,Simonésia,2017,3,2017-3-01,0
316760,Simonésia,2017,4,2017-4-01,0
316760,Simonésia,2017,5,2017-5-01,0
316760,Simonésia,2017,6,2017-6-01,0
316760,Simonésia,2017,7,2017-7-01,0
316760,Simonésia,2017,8,2017-8-01,0
316760,Simonésia,2017,9,2017-9-01,0
316760,Simonésia,2017,10,2017-10-01,0
316760,Simonésia,2017,11,2017-11-01,8
316760,Simonésia,2017,12,2017-12-01,0
316870,Timóteo,2017,1,2017-1-01,1
316870,Timóteo,2017,2,2017-2-01,0
316870,Timóteo,2017,3,2017-3-01,0
316870,Timóteo,2017,4,2017-4-01,0
316870,Timóteo,2017,5,2017-5-01,0
316870,Timóteo,2017,6,2017-6-01,0
316870,Timóteo,2017,7,2017-7-01,0
316870,Timóteo,2017,8,2017-8-01,0
316870,Timóteo,2017,9,2017-9-01,0
316870,Timóteo,2017,10,2017-10-01,0
316870,Timóteo,2017,11,2017-11-01,0
316870,Timóteo,2017,12,2017-12-01,0
316935,Três Marias,2017,1,2017-1-01,0
316935,Três Marias,2017,2,2017-2-01,0
316935,Três Marias,2017,3,2017-3-01,0
316935,Três Marias,2017,4,2017-4-01,0
316935,Três Marias,2017,5,2017-5-01,0
316935,Três Marias,2017,6,2017-6-01,0
316935,Três Marias,2017,7,2017-7-01,0
316935,Três Marias,2017,8,2017-8-01,0
316935,Três Marias,2017,9,2017-9-01,0
316935,Três Marias,2017,10,2017-10-01,1
316935,Três Marias,2017,11,2017-11-01,0
316935,Três Marias,2017,12,2017-12-01,0
317010,Uberaba,2017,1,2017-1-01,0
317010,Uberaba,2017,2,2017-2-01,0
317010,Uberaba,2017,3,2017-3-01,2
317010,Uberaba,2017,4,2017-4-01,1
317010,Uberaba,2017,5,2017-5-01,0
317010,Uberaba,2017,6,2017-6-01,0
317010,Uberaba,2017,7,2017-7-01,1
317010,Uberaba,2017,8,2017-8-01,0
317010,Uberaba,2017,9,2017-9-01,1
317010,Uberaba,2017,10,2017-10-01,0
317010,Uberaba,2017,11,2017-11-01,0
317010,Uberaba,2017,12,2017-12-01,0
317020,Uberlândia,2017,1,2017-1-01,1
317020,Uberlândia,2017,2,2017-2-01,1
317020,Uberlândia,2017,3,2017-3-01,4
317020,Uberlândia,2017,4,2017-4-01,0
317020,Uberlândia,2017,5,2017-5-01,1
317020,Uberlândia,2017,6,2017-6-01,0
317020,Uberlândia,2017,7,2017-7-01,0
317020,Uberlândia,2017,8,2017-8-01,0
317020,Uberlândia,2017,9,2017-9-01,1
317020,Uberlândia,2017,10,2017-10-01,7
317020,Uberlândia,2017,11,2017-11-01,0
317020,Uberlândia,2017,12,2017-12-01,1
317070,Varginha,2017,1,2017-1-01,0
317070,Varginha,2017,2,2017-2-01,0
317070,Varginha,2017,3,2017-3-01,0
317070,Varginha,2017,4,2017-4-01,0
317070,Varginha,2017,5,2017-5-01,0
317070,Varginha,2017,6,2017-6-01,0
317070,Varginha,2017,7,2017-7-01,0
317070,Varginha,2017,8,2017-8-01,0
317070,Varginha,2017,9,2017-9-01,0
317070,Varginha,2017,10,2017-10-01,1
317070,Varginha,2017,11,2017-11-01,0
317070,Varginha,2017,12,2017-12-01,0
317080,Várzea da Palma,2017,1,2017-1-01,0
317080,Várzea da Palma,2017,2,2017-2-01,0
317080,Várzea da Palma,2017,3,2017-3-01,0
317080,Várzea da Palma,2017,4,2017-4-01,0
317080,Várzea da Palma,2017,5,2017-5-01,0
317080,Várzea da Palma,2017,6,2017-6-01,0
317080,Várzea da Palma,2017,7,2017-7-01,1
317080,Várzea da Palma,2017,8,2017-8-01,0
317080,Várzea da Palma,2017,9,2017-9-01,0
317080,Várzea da Palma,2017,10,2017-10-01,0
317080,Várzea da Palma,2017,11,2017-11-01,0
317080,Várzea da Palma,2017,12,2017-12-01,0
317120,Vespasiano,2017,1,2017-1-01,0
317120,Vespasiano,2017,2,2017-2-01,0
317120,Vespasiano,2017,3,2017-3-01,1
317120,Vespasiano,2017,4,2017-4-01,0
317120,Vespasiano,2017,5,2017-5-01,0
317120,Vespasiano,2017,6,2017-6-01,0
317120,Vespasiano,2017,7,2017-7-01,0
317120,Vespasiano,2017,8,2017-8-01,0
317120,Vespasiano,2017,9,2017-9-01,0
317120,Vespasiano,2017,10,2017-10-01,0
317120,Vespasiano,2017,11,2017-11-01,0
317120,Vespasiano,2017,12,2017-12-01,0
317130,Viçosa,2017,1,2017-1-01,0
317130,Viçosa,2017,2,2017-2-01,0
317130,Viçosa,2017,3,2017-3-01,0
317130,Viçosa,2017,4,2017-4-01,0
317130,Viçosa,2017,5,2017-5-01,0
317130,Viçosa,2017,6,2017-6-01,0
317130,Viçosa,2017,7,2017-7-01,0
317130,Viçosa,2017,8,2017-8-01,0
317130,Viçosa,2017,9,2017-9-01,0
317130,Viçosa,2017,10,2017-10-01,0
317130,Viçosa,2017,11,2017-11-01,1
