codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_sifilis_congenita
312580,Fernandes Tourinho,2019,7,2019-7-01,0
312580,Fernandes Tourinho,2019,8,2019-8-01,0
312580,Fernandes Tourinho,2019,9,2019-9-01,0
312580,Fernandes Tourinho,2019,10,2019-10-01,0
312580,Fernandes Tourinho,2019,11,2019-11-01,0
312580,Fernandes Tourinho,2019,12,2019-12-01,0
312590,Ferros,2019,1,2019-1-01,0
312590,Ferros,2019,2,2019-2-01,0
312590,Ferros,2019,3,2019-3-01,0
312590,Ferros,2019,4,2019-4-01,0
312590,Ferros,2019,5,2019-5-01,0
312590,Ferros,2019,6,2019-6-01,0
312590,Ferros,2019,7,2019-7-01,1
312590,Ferros,2019,8,2019-8-01,0
312590,Ferros,2019,9,2019-9-01,0
312590,Ferros,2019,10,2019-10-01,0
312590,Ferros,2019,11,2019-11-01,0
312590,Ferros,2019,12,2019-12-01,0
312595,Fervedouro,2019,1,2019-1-01,0
312595,Fervedouro,2019,2,2019-2-01,2
312595,Fervedouro,2019,3,2019-3-01,0
312595,Fervedouro,2019,4,2019-4-01,0
312595,Fervedouro,2019,5,2019-5-01,0
312595,Fervedouro,2019,6,2019-6-01,0
312595,Fervedouro,2019,7,2019-7-01,0
312595,Fervedouro,2019,8,2019-8-01,0
312595,Fervedouro,2019,9,2019-9-01,0
312595,Fervedouro,2019,10,2019-10-01,0
312595,Fervedouro,2019,11,2019-11-01,0
312595,Fervedouro,2019,12,2019-12-01,0
312610,Formiga,2019,1,2019-1-01,1
312610,Formiga,2019,2,2019-2-01,3
312610,Formiga,2019,3,2019-3-01,0
312610,Formiga,2019,4,2019-4-01,1
312610,Formiga,2019,5,2019-5-01,0
312610,Formiga,2019,6,2019-6-01,0
312610,Formiga,2019,7,2019-7-01,1
312610,Formiga,2019,8,2019-8-01,0
312610,Formiga,2019,9,2019-9-01,1
312610,Formiga,2019,10,2019-10-01,1
312610,Formiga,2019,11,2019-11-01,0
312610,Formiga,2019,12,2019-12-01,0
312630,Fortaleza de Minas,2019,1,2019-1-01,0
312630,Fortaleza de Minas,2019,2,2019-2-01,0
312630,Fortaleza de Minas,2019,3,2019-3-01,0
312630,Fortaleza de Minas,2019,4,2019-4-01,0
312630,Fortaleza de Minas,2019,5,2019-5-01,0
312630,Fortaleza de Minas,2019,6,2019-6-01,0
312630,Fortaleza de Minas,2019,7,2019-7-01,0
312630,Fortaleza de Minas,2019,8,2019-8-01,0
312630,Fortaleza de Minas,2019,9,2019-9-01,2
312630,Fortaleza de Minas,2019,10,2019-10-01,0
312630,Fortaleza de Minas,2019,11,2019-11-01,0
312630,Fortaleza de Minas,2019,12,2019-12-01,0
312670,Francisco Sá,2019,1,2019-1-01,1
312670,Francisco Sá,2019,2,2019-2-01,0
312670,Francisco Sá,2019,3,2019-3-01,0
312670,Francisco Sá,2019,4,2019-4-01,1
312670,Francisco Sá,2019,5,2019-5-01,0
312670,Francisco Sá,2019,6,2019-6-01,0
312670,Francisco Sá,2019,7,2019-7-01,1
312670,Francisco Sá,2019,8,2019-8-01,0
312670,Francisco Sá,2019,9,2019-9-01,0
312670,Francisco Sá,2019,10,2019-10-01,0
312670,Francisco Sá,2019,11,2019-11-01,0
312670,Francisco Sá,2019,12,2019-12-01,0
312675,Franciscópolis,2019,1,2019-1-01,0
312675,Franciscópolis,2019,2,2019-2-01,0
312675,Franciscópolis,2019,3,2019-3-01,0
312675,Franciscópolis,2019,4,2019-4-01,0
312675,Franciscópolis,2019,5,2019-5-01,0
312675,Franciscópolis,2019,6,2019-6-01,1
312675,Franciscópolis,2019,7,2019-7-01,0
312675,Franciscópolis,2019,8,2019-8-01,0
312675,Franciscópolis,2019,9,2019-9-01,1
312675,Franciscópolis,2019,10,2019-10-01,0
312675,Franciscópolis,2019,11,2019-11-01,1
312675,Franciscópolis,2019,12,2019-12-01,0
312680,Frei Gaspar,2019,1,2019-1-01,0
312680,Frei Gaspar,2019,2,2019-2-01,0
312680,Frei Gaspar,2019,3,2019-3-01,0
312680,Frei Gaspar,2019,4,2019-4-01,0
312680,Frei Gaspar,2019,5,2019-5-01,0
312680,Frei Gaspar,2019,6,2019-6-01,1
312680,Frei Gaspar,2019,7,2019-7-01,0
312680,Frei Gaspar,2019,8,2019-8-01,0
312680,Frei Gaspar,2019,9,2019-9-01,0
312680,Frei Gaspar,2019,10,2019-10-01,0
312680,Frei Gaspar,2019,11,2019-11-01,0
312680,Frei Gaspar,2019,12,2019-12-01,0
312690,Frei Inocêncio,2019,1,2019-1-01,0
312690,Frei Inocêncio,2019,2,2019-2-01,0
312690,Frei Inocêncio,2019,3,2019-3-01,1
312690,Frei Inocêncio,2019,4,2019-4-01,0
312690,Frei Inocêncio,2019,5,2019-5-01,1
312690,Frei Inocêncio,2019,6,2019-6-01,0
312690,Frei Inocêncio,2019,7,2019-7-01,0
312690,Frei Inocêncio,2019,8,2019-8-01,0
312690,Frei Inocêncio,2019,9,2019-9-01,0
312690,Frei Inocêncio,2019,10,2019-10-01,0
312690,Frei Inocêncio,2019,11,2019-11-01,0
312690,Frei Inocêncio,2019,12,2019-12-01,0
312700,Fronteira,2019,1,2019-1-01,1
312700,Fronteira,2019,2,2019-2-01,0
312700,Fronteira,2019,3,2019-3-01,0
312700,Fronteira,2019,4,2019-4-01,0
312700,Fronteira,2019,5,2019-5-01,0
312700,Fronteira,2019,6,2019-6-01,0
312700,Fronteira,2019,7,2019-7-01,0
312700,Fronteira,2019,8,2019-8-01,0
312700,Fronteira,2019,9,2019-9-01,0
312700,Fronteira,2019,10,2019-10-01,0
312700,Fronteira,2019,11,2019-11-01,0
312700,Fronteira,2019,12,2019-12-01,0
312710,Frutal,2019,1,2019-1-01,2
312710,Frutal,2019,2,2019-2-01,1
312710,Frutal,2019,3,2019-3-01,1
312710,Frutal,2019,4,2019-4-01,1
312710,Frutal,2019,5,2019-5-01,0
312710,Frutal,2019,6,2019-6-01,1
312710,Frutal,2019,7,2019-7-01,0
312710,Frutal,2019,8,2019-8-01,0
312710,Frutal,2019,9,2019-9-01,1
312710,Frutal,2019,10,2019-10-01,1
312710,Frutal,2019,11,2019-11-01,1
312710,Frutal,2019,12,2019-12-01,0
312730,Galiléia,2019,1,2019-1-01,1
312730,Galiléia,2019,2,2019-2-01,1
312730,Galiléia,2019,3,2019-3-01,0
312730,Galiléia,2019,4,2019-4-01,0
312730,Galiléia,2019,5,2019-5-01,0
312730,Galiléia,2019,6,2019-6-01,1
312730,Galiléia,2019,7,2019-7-01,0
312730,Galiléia,2019,8,2019-8-01,0
312730,Galiléia,2019,9,2019-9-01,0
312730,Galiléia,2019,10,2019-10-01,0
312730,Galiléia,2019,11,2019-11-01,0
312730,Galiléia,2019,12,2019-12-01,1
312735,Glaucilândia,2019,1,2019-1-01,0
312735,Glaucilândia,2019,2,2019-2-01,0
312735,Glaucilândia,2019,3,2019-3-01,0
312735,Glaucilândia,2019,4,2019-4-01,0
312735,Glaucilândia,2019,5,2019-5-01,1
312735,Glaucilândia,2019,6,2019-6-01,0
312735,Glaucilândia,2019,7,2019-7-01,0
312735,Glaucilândia,2019,8,2019-8-01,0
312735,Glaucilândia,2019,9,2019-9-01,0
312735,Glaucilândia,2019,10,2019-10-01,0
312735,Glaucilândia,2019,11,2019-11-01,0
312735,Glaucilândia,2019,12,2019-12-01,0
312737,Goiabeira,2019,1,2019-1-01,0
312737,Goiabeira,2019,2,2019-2-01,0
312737,Goiabeira,2019,3,2019-3-01,0
312737,Goiabeira,2019,4,2019-4-01,0
312737,Goiabeira,2019,5,2019-5-01,1
312737,Goiabeira,2019,6,2019-6-01,0
312737,Goiabeira,2019,7,2019-7-01,0
312737,Goiabeira,2019,8,2019-8-01,0
312737,Goiabeira,2019,9,2019-9-01,0
312737,Goiabeira,2019,10,2019-10-01,0
312737,Goiabeira,2019,11,2019-11-01,0
312737,Goiabeira,2019,12,2019-12-01,0
312760,Gouveia,2019,1,2019-1-01,1
312760,Gouveia,2019,2,2019-2-01,1
312760,Gouveia,2019,3,2019-3-01,0
312760,Gouveia,2019,4,2019-4-01,0
312760,Gouveia,2019,5,2019-5-01,0
312760,Gouveia,2019,6,2019-6-01,0
312760,Gouveia,2019,7,2019-7-01,0
312760,Gouveia,2019,8,2019-8-01,0
312760,Gouveia,2019,9,2019-9-01,0
312760,Gouveia,2019,10,2019-10-01,0
312760,Gouveia,2019,11,2019-11-01,0
312760,Gouveia,2019,12,2019-12-01,0
312770,Governador Valadares,2019,1,2019-1-01,16
312770,Governador Valadares,2019,2,2019-2-01,12
312770,Governador Valadares,2019,3,2019-3-01,13
312770,Governador Valadares,2019,4,2019-4-01,11
312770,Governador Valadares,2019,5,2019-5-01,7
312770,Governador Valadares,2019,6,2019-6-01,14
312770,Governador Valadares,2019,7,2019-7-01,12
312770,Governador Valadares,2019,8,2019-8-01,14
312770,Governador Valadares,2019,9,2019-9-01,16
312770,Governador Valadares,2019,10,2019-10-01,12
312770,Governador Valadares,2019,11,2019-11-01,6
312770,Governador Valadares,2019,12,2019-12-01,12
312800,Guanhães,2019,1,2019-1-01,0
312800,Guanhães,2019,2,2019-2-01,1
312800,Guanhães,2019,3,2019-3-01,0
312800,Guanhães,2019,4,2019-4-01,0
312800,Guanhães,2019,5,2019-5-01,0
312800,Guanhães,2019,6,2019-6-01,0
312800,Guanhães,2019,7,2019-7-01,0
312800,Guanhães,2019,8,2019-8-01,1
312800,Guanhães,2019,9,2019-9-01,1
312800,Guanhães,2019,10,2019-10-01,1
312800,Guanhães,2019,11,2019-11-01,0
312800,Guanhães,2019,12,2019-12-01,0
312825,Guaraciama,2019,1,2019-1-01,0
312825,Guaraciama,2019,2,2019-2-01,0
312825,Guaraciama,2019,3,2019-3-01,0
312825,Guaraciama,2019,4,2019-4-01,0
312825,Guaraciama,2019,5,2019-5-01,0
312825,Guaraciama,2019,6,2019-6-01,0
312825,Guaraciama,2019,7,2019-7-01,0
312825,Guaraciama,2019,8,2019-8-01,0
312825,Guaraciama,2019,9,2019-9-01,1
312825,Guaraciama,2019,10,2019-10-01,0
312825,Guaraciama,2019,11,2019-11-01,0
312825,Guaraciama,2019,12,2019-12-01,0
312840,Guarani,2019,1,2019-1-01,0
312840,Guarani,2019,2,2019-2-01,0
312840,Guarani,2019,3,2019-3-01,0
312840,Guarani,2019,4,2019-4-01,0
312840,Guarani,2019,5,2019-5-01,0
312840,Guarani,2019,6,2019-6-01,0
312840,Guarani,2019,7,2019-7-01,0
312840,Guarani,2019,8,2019-8-01,1
312840,Guarani,2019,9,2019-9-01,1
312840,Guarani,2019,10,2019-10-01,0
312840,Guarani,2019,11,2019-11-01,0
312840,Guarani,2019,12,2019-12-01,0
312860,Guarda-Mor,2019,1,2019-1-01,0
312860,Guarda-Mor,2019,2,2019-2-01,0
312860,Guarda-Mor,2019,3,2019-3-01,0
312860,Guarda-Mor,2019,4,2019-4-01,0
312860,Guarda-Mor,2019,5,2019-5-01,0
312860,Guarda-Mor,2019,6,2019-6-01,0
312860,Guarda-Mor,2019,7,2019-7-01,1
312860,Guarda-Mor,2019,8,2019-8-01,0
312860,Guarda-Mor,2019,9,2019-9-01,0
312860,Guarda-Mor,2019,10,2019-10-01,0
312860,Guarda-Mor,2019,11,2019-11-01,0
312860,Guarda-Mor,2019,12,2019-12-01,0
312870,Guaxupé,2019,1,2019-1-01,0
312870,Guaxupé,2019,2,2019-2-01,0
312870,Guaxupé,2019,3,2019-3-01,0
312870,Guaxupé,2019,4,2019-4-01,0
312870,Guaxupé,2019,5,2019-5-01,0
312870,Guaxupé,2019,6,2019-6-01,2
312870,Guaxupé,2019,7,2019-7-01,0
312870,Guaxupé,2019,8,2019-8-01,0
312870,Guaxupé,2019,9,2019-9-01,0
312870,Guaxupé,2019,10,2019-10-01,1
312870,Guaxupé,2019,11,2019-11-01,0
312870,Guaxupé,2019,12,2019-12-01,0
312890,Guimarânia,2019,1,2019-1-01,0
312890,Guimarânia,2019,2,2019-2-01,0
312890,Guimarânia,2019,3,2019-3-01,0
312890,Guimarânia,2019,4,2019-4-01,0
312890,Guimarânia,2019,5,2019-5-01,0
312890,Guimarânia,2019,6,2019-6-01,0
312890,Guimarânia,2019,7,2019-7-01,1
312890,Guimarânia,2019,8,2019-8-01,0
312890,Guimarânia,2019,9,2019-9-01,0
312890,Guimarânia,2019,10,2019-10-01,0
312890,Guimarânia,2019,11,2019-11-01,0
312890,Guimarânia,2019,12,2019-12-01,0
312900,Guiricema,2019,1,2019-1-01,0
312900,Guiricema,2019,2,2019-2-01,0
312900,Guiricema,2019,3,2019-3-01,0
312900,Guiricema,2019,4,2019-4-01,0
312900,Guiricema,2019,5,2019-5-01,0
312900,Guiricema,2019,6,2019-6-01,0
312900,Guiricema,2019,7,2019-7-01,0
312900,Guiricema,2019,8,2019-8-01,0
312900,Guiricema,2019,9,2019-9-01,1
312900,Guiricema,2019,10,2019-10-01,0
312900,Guiricema,2019,11,2019-11-01,0
312900,Guiricema,2019,12,2019-12-01,0
312930,Iapu,2019,1,2019-1-01,1
312930,Iapu,2019,2,2019-2-01,0
312930,Iapu,2019,3,2019-3-01,0
312930,Iapu,2019,4,2019-4-01,1
312930,Iapu,2019,5,2019-5-01,0
312930,Iapu,2019,6,2019-6-01,0
312930,Iapu,2019,7,2019-7-01,0
312930,Iapu,2019,8,2019-8-01,0
312930,Iapu,2019,9,2019-9-01,0
312930,Iapu,2019,10,2019-10-01,1
312930,Iapu,2019,11,2019-11-01,0
312930,Iapu,2019,12,2019-12-01,0
312950,Ibiá,2019,1,2019-1-01,0
312950,Ibiá,2019,2,2019-2-01,1
312950,Ibiá,2019,3,2019-3-01,2
312950,Ibiá,2019,4,2019-4-01,0
312950,Ibiá,2019,5,2019-5-01,0
312950,Ibiá,2019,6,2019-6-01,0
312950,Ibiá,2019,7,2019-7-01,0
312950,Ibiá,2019,8,2019-8-01,0
312950,Ibiá,2019,9,2019-9-01,0
312950,Ibiá,2019,10,2019-10-01,1
312950,Ibiá,2019,11,2019-11-01,1
312950,Ibiá,2019,12,2019-12-01,0
312970,Ibiraci,2019,1,2019-1-01,0
312970,Ibiraci,2019,2,2019-2-01,0
312970,Ibiraci,2019,3,2019-3-01,0
312970,Ibiraci,2019,4,2019-4-01,0
312970,Ibiraci,2019,5,2019-5-01,0
312970,Ibiraci,2019,6,2019-6-01,0
312970,Ibiraci,2019,7,2019-7-01,1
312970,Ibiraci,2019,8,2019-8-01,0
312970,Ibiraci,2019,9,2019-9-01,0
312970,Ibiraci,2019,10,2019-10-01,0
312970,Ibiraci,2019,11,2019-11-01,0
312970,Ibiraci,2019,12,2019-12-01,0
312980,Ibirité,2019,1,2019-1-01,4
312980,Ibirité,2019,2,2019-2-01,4
312980,Ibirité,2019,3,2019-3-01,2
312980,Ibirité,2019,4,2019-4-01,2
312980,Ibirité,2019,5,2019-5-01,10
312980,Ibirité,2019,6,2019-6-01,4
312980,Ibirité,2019,7,2019-7-01,2
312980,Ibirité,2019,8,2019-8-01,0
312980,Ibirité,2019,9,2019-9-01,2
312980,Ibirité,2019,10,2019-10-01,5
312980,Ibirité,2019,11,2019-11-01,7
312980,Ibirité,2019,12,2019-12-01,9
313005,Icaraí de Minas,2019,1,2019-1-01,1
313005,Icaraí de Minas,2019,2,2019-2-01,0
313005,Icaraí de Minas,2019,3,2019-3-01,0
313005,Icaraí de Minas,2019,4,2019-4-01,0
313005,Icaraí de Minas,2019,5,2019-5-01,0
313005,Icaraí de Minas,2019,6,2019-6-01,0
313005,Icaraí de Minas,2019,7,2019-7-01,0
313005,Icaraí de Minas,2019,8,2019-8-01,0
313005,Icaraí de Minas,2019,9,2019-9-01,0
313005,Icaraí de Minas,2019,10,2019-10-01,0
313005,Icaraí de Minas,2019,11,2019-11-01,0
313005,Icaraí de Minas,2019,12,2019-12-01,0
313010,Igarapé,2019,1,2019-1-01,1
313010,Igarapé,2019,2,2019-2-01,1
313010,Igarapé,2019,3,2019-3-01,0
313010,Igarapé,2019,4,2019-4-01,1
313010,Igarapé,2019,5,2019-5-01,1
313010,Igarapé,2019,6,2019-6-01,1
313010,Igarapé,2019,7,2019-7-01,1
313010,Igarapé,2019,8,2019-8-01,1
313010,Igarapé,2019,9,2019-9-01,1
313010,Igarapé,2019,10,2019-10-01,0
313010,Igarapé,2019,11,2019-11-01,0
313010,Igarapé,2019,12,2019-12-01,0
313030,Iguatama,2019,1,2019-1-01,2
313030,Iguatama,2019,2,2019-2-01,0
313030,Iguatama,2019,3,2019-3-01,0
313030,Iguatama,2019,4,2019-4-01,0
313030,Iguatama,2019,5,2019-5-01,0
313030,Iguatama,2019,6,2019-6-01,0
313030,Iguatama,2019,7,2019-7-01,0
313030,Iguatama,2019,8,2019-8-01,0
313030,Iguatama,2019,9,2019-9-01,0
313030,Iguatama,2019,10,2019-10-01,0
313030,Iguatama,2019,11,2019-11-01,0
313030,Iguatama,2019,12,2019-12-01,0
313090,Inhapim,2019,1,2019-1-01,0
313090,Inhapim,2019,2,2019-2-01,0
313090,Inhapim,2019,3,2019-3-01,0
313090,Inhapim,2019,4,2019-4-01,0
313090,Inhapim,2019,5,2019-5-01,0
313090,Inhapim,2019,6,2019-6-01,0
313090,Inhapim,2019,7,2019-7-01,1
313090,Inhapim,2019,8,2019-8-01,1
313090,Inhapim,2019,9,2019-9-01,0
313090,Inhapim,2019,10,2019-10-01,0
313090,Inhapim,2019,11,2019-11-01,0
313090,Inhapim,2019,12,2019-12-01,0
313100,Inhaúma,2019,1,2019-1-01,0
313100,Inhaúma,2019,2,2019-2-01,0
313100,Inhaúma,2019,3,2019-3-01,0
313100,Inhaúma,2019,4,2019-4-01,0
313100,Inhaúma,2019,5,2019-5-01,0
313100,Inhaúma,2019,6,2019-6-01,0
313100,Inhaúma,2019,7,2019-7-01,0
313100,Inhaúma,2019,8,2019-8-01,0
313100,Inhaúma,2019,9,2019-9-01,0
313100,Inhaúma,2019,10,2019-10-01,0
313100,Inhaúma,2019,11,2019-11-01,0
313100,Inhaúma,2019,12,2019-12-01,1
313110,Inimutaba,2019,1,2019-1-01,0
313110,Inimutaba,2019,2,2019-2-01,1
313110,Inimutaba,2019,3,2019-3-01,0
313110,Inimutaba,2019,4,2019-4-01,0
313110,Inimutaba,2019,5,2019-5-01,0
313110,Inimutaba,2019,6,2019-6-01,0
313110,Inimutaba,2019,7,2019-7-01,0
313110,Inimutaba,2019,8,2019-8-01,0
313110,Inimutaba,2019,9,2019-9-01,0
313110,Inimutaba,2019,10,2019-10-01,0
313110,Inimutaba,2019,11,2019-11-01,0
313110,Inimutaba,2019,12,2019-12-01,0
313115,Ipaba,2019,1,2019-1-01,0
313115,Ipaba,2019,2,2019-2-01,0
313115,Ipaba,2019,3,2019-3-01,0
313115,Ipaba,2019,4,2019-4-01,1
313115,Ipaba,2019,5,2019-5-01,0
313115,Ipaba,2019,6,2019-6-01,0
313115,Ipaba,2019,7,2019-7-01,0
313115,Ipaba,2019,8,2019-8-01,0
313115,Ipaba,2019,9,2019-9-01,0
313115,Ipaba,2019,10,2019-10-01,0
313115,Ipaba,2019,11,2019-11-01,1
313115,Ipaba,2019,12,2019-12-01,0
313120,Ipanema,2019,1,2019-1-01,0
313120,Ipanema,2019,2,2019-2-01,0
313120,Ipanema,2019,3,2019-3-01,0
313120,Ipanema,2019,4,2019-4-01,0
313120,Ipanema,2019,5,2019-5-01,0
313120,Ipanema,2019,6,2019-6-01,2
313120,Ipanema,2019,7,2019-7-01,1
313120,Ipanema,2019,8,2019-8-01,0
313120,Ipanema,2019,9,2019-9-01,0
313120,Ipanema,2019,10,2019-10-01,0
313120,Ipanema,2019,11,2019-11-01,0
313120,Ipanema,2019,12,2019-12-01,0
313130,Ipatinga,2019,1,2019-1-01,8
313130,Ipatinga,2019,2,2019-2-01,8
313130,Ipatinga,2019,3,2019-3-01,5
313130,Ipatinga,2019,4,2019-4-01,5
313130,Ipatinga,2019,5,2019-5-01,6
313130,Ipatinga,2019,6,2019-6-01,10
313130,Ipatinga,2019,7,2019-7-01,5
313130,Ipatinga,2019,8,2019-8-01,8
313130,Ipatinga,2019,9,2019-9-01,8
313130,Ipatinga,2019,10,2019-10-01,3
313130,Ipatinga,2019,11,2019-11-01,7
313130,Ipatinga,2019,12,2019-12-01,9
313170,Itabira,2019,1,2019-1-01,0
313170,Itabira,2019,2,2019-2-01,0
313170,Itabira,2019,3,2019-3-01,1
313170,Itabira,2019,4,2019-4-01,1
313170,Itabira,2019,5,2019-5-01,0
313170,Itabira,2019,6,2019-6-01,0
313170,Itabira,2019,7,2019-7-01,3
313170,Itabira,2019,8,2019-8-01,1
313170,Itabira,2019,9,2019-9-01,2
313170,Itabira,2019,10,2019-10-01,1
313170,Itabira,2019,11,2019-11-01,3
313170,Itabira,2019,12,2019-12-01,0
313180,Itabirinha,2019,1,2019-1-01,0
313180,Itabirinha,2019,2,2019-2-01,0
313180,Itabirinha,2019,3,2019-3-01,1
313180,Itabirinha,2019,4,2019-4-01,0
313180,Itabirinha,2019,5,2019-5-01,0
313180,Itabirinha,2019,6,2019-6-01,0
313180,Itabirinha,2019,7,2019-7-01,0
313180,Itabirinha,2019,8,2019-8-01,0
313180,Itabirinha,2019,9,2019-9-01,0
313180,Itabirinha,2019,10,2019-10-01,0
313180,Itabirinha,2019,11,2019-11-01,0
313180,Itabirinha,2019,12,2019-12-01,0
313190,Itabirito,2019,1,2019-1-01,0
313190,Itabirito,2019,2,2019-2-01,0
313190,Itabirito,2019,3,2019-3-01,1
313190,Itabirito,2019,4,2019-4-01,0
313190,Itabirito,2019,5,2019-5-01,1
313190,Itabirito,2019,6,2019-6-01,0
313190,Itabirito,2019,7,2019-7-01,0
313190,Itabirito,2019,8,2019-8-01,1
313190,Itabirito,2019,9,2019-9-01,3
313190,Itabirito,2019,10,2019-10-01,1
313190,Itabirito,2019,11,2019-11-01,0
313190,Itabirito,2019,12,2019-12-01,0
313210,Itacarambi,2019,1,2019-1-01,0
313210,Itacarambi,2019,2,2019-2-01,0
313210,Itacarambi,2019,3,2019-3-01,0
313210,Itacarambi,2019,4,2019-4-01,0
313210,Itacarambi,2019,5,2019-5-01,0
313210,Itacarambi,2019,6,2019-6-01,0
313210,Itacarambi,2019,7,2019-7-01,0
313210,Itacarambi,2019,8,2019-8-01,0
313210,Itacarambi,2019,9,2019-9-01,0
313210,Itacarambi,2019,10,2019-10-01,1
313210,Itacarambi,2019,11,2019-11-01,0
313210,Itacarambi,2019,12,2019-12-01,0
313230,Itaipé,2019,1,2019-1-01,0
313230,Itaipé,2019,2,2019-2-01,0
313230,Itaipé,2019,3,2019-3-01,0
313230,Itaipé,2019,4,2019-4-01,2
313230,Itaipé,2019,5,2019-5-01,0
313230,Itaipé,2019,6,2019-6-01,0
313230,Itaipé,2019,7,2019-7-01,0
313230,Itaipé,2019,8,2019-8-01,2
313230,Itaipé,2019,9,2019-9-01,0
313230,Itaipé,2019,10,2019-10-01,0
313230,Itaipé,2019,11,2019-11-01,0
313230,Itaipé,2019,12,2019-12-01,0
313240,Itajubá,2019,1,2019-1-01,1
313240,Itajubá,2019,2,2019-2-01,1
313240,Itajubá,2019,3,2019-3-01,1
313240,Itajubá,2019,4,2019-4-01,0
313240,Itajubá,2019,5,2019-5-01,0
313240,Itajubá,2019,6,2019-6-01,0
313240,Itajubá,2019,7,2019-7-01,0
313240,Itajubá,2019,8,2019-8-01,1
313240,Itajubá,2019,9,2019-9-01,0
313240,Itajubá,2019,10,2019-10-01,0
313240,Itajubá,2019,11,2019-11-01,1
313240,Itajubá,2019,12,2019-12-01,0
313320,Itanhomi,2019,1,2019-1-01,0
313320,Itanhomi,2019,2,2019-2-01,0
313320,Itanhomi,2019,3,2019-3-01,1
313320,Itanhomi,2019,4,2019-4-01,0
313320,Itanhomi,2019,5,2019-5-01,0
313320,Itanhomi,2019,6,2019-6-01,0
313320,Itanhomi,2019,7,2019-7-01,1
313320,Itanhomi,2019,8,2019-8-01,0
313320,Itanhomi,2019,9,2019-9-01,0
313320,Itanhomi,2019,10,2019-10-01,0
313320,Itanhomi,2019,11,2019-11-01,0
313320,Itanhomi,2019,12,2019-12-01,0
313350,Itapecerica,2019,1,2019-1-01,1
313350,Itapecerica,2019,2,2019-2-01,1
313350,Itapecerica,2019,3,2019-3-01,1
313350,Itapecerica,2019,4,2019-4-01,0
313350,Itapecerica,2019,5,2019-5-01,0
313350,Itapecerica,2019,6,2019-6-01,0
313350,Itapecerica,2019,7,2019-7-01,0
313350,Itapecerica,2019,8,2019-8-01,0
313350,Itapecerica,2019,9,2019-9-01,1
313350,Itapecerica,2019,10,2019-10-01,0
313350,Itapecerica,2019,11,2019-11-01,0
313350,Itapecerica,2019,12,2019-12-01,0
313375,Itaú de Minas,2019,1,2019-1-01,0
313375,Itaú de Minas,2019,2,2019-2-01,1
313375,Itaú de Minas,2019,3,2019-3-01,0
313375,Itaú de Minas,2019,4,2019-4-01,0
313375,Itaú de Minas,2019,5,2019-5-01,0
313375,Itaú de Minas,2019,6,2019-6-01,0
313375,Itaú de Minas,2019,7,2019-7-01,0
313375,Itaú de Minas,2019,8,2019-8-01,0
313375,Itaú de Minas,2019,9,2019-9-01,0
313375,Itaú de Minas,2019,10,2019-10-01,0
313375,Itaú de Minas,2019,11,2019-11-01,0
313375,Itaú de Minas,2019,12,2019-12-01,0
313380,Itaúna,2019,1,2019-1-01,0
313380,Itaúna,2019,2,2019-2-01,0
313380,Itaúna,2019,3,2019-3-01,1
313380,Itaúna,2019,4,2019-4-01,0
313380,Itaúna,2019,5,2019-5-01,0
313380,Itaúna,2019,6,2019-6-01,0
313380,Itaúna,2019,7,2019-7-01,1
313380,Itaúna,2019,8,2019-8-01,1
313380,Itaúna,2019,9,2019-9-01,0
313380,Itaúna,2019,10,2019-10-01,0
313380,Itaúna,2019,11,2019-11-01,0
313380,Itaúna,2019,12,2019-12-01,0
313410,Itueta,2019,1,2019-1-01,0
313410,Itueta,2019,2,2019-2-01,0
313410,Itueta,2019,3,2019-3-01,0
313410,Itueta,2019,4,2019-4-01,0
313410,Itueta,2019,5,2019-5-01,1
313410,Itueta,2019,6,2019-6-01,0
313410,Itueta,2019,7,2019-7-01,0
313410,Itueta,2019,8,2019-8-01,0
313410,Itueta,2019,9,2019-9-01,0
313410,Itueta,2019,10,2019-10-01,0
313410,Itueta,2019,11,2019-11-01,0
313410,Itueta,2019,12,2019-12-01,0
313430,Itumirim,2019,1,2019-1-01,0
313430,Itumirim,2019,2,2019-2-01,0
313430,Itumirim,2019,3,2019-3-01,0
313430,Itumirim,2019,4,2019-4-01,0
313430,Itumirim,2019,5,2019-5-01,0
313430,Itumirim,2019,6,2019-6-01,0
313430,Itumirim,2019,7,2019-7-01,0
313430,Itumirim,2019,8,2019-8-01,1
313430,Itumirim,2019,9,2019-9-01,0
313430,Itumirim,2019,10,2019-10-01,0
313430,Itumirim,2019,11,2019-11-01,0
313430,Itumirim,2019,12,2019-12-01,0
313440,Iturama,2019,1,2019-1-01,0
313440,Iturama,2019,2,2019-2-01,0
313440,Iturama,2019,3,2019-3-01,0
313440,Iturama,2019,4,2019-4-01,1
313440,Iturama,2019,5,2019-5-01,0
313440,Iturama,2019,6,2019-6-01,0
313440,Iturama,2019,7,2019-7-01,0
313440,Iturama,2019,8,2019-8-01,0
313440,Iturama,2019,9,2019-9-01,1
313440,Iturama,2019,10,2019-10-01,0
313440,Iturama,2019,11,2019-11-01,1
313440,Iturama,2019,12,2019-12-01,0
313460,Jaboticatubas,2019,1,2019-1-01,0
313460,Jaboticatubas,2019,2,2019-2-01,0
313460,Jaboticatubas,2019,3,2019-3-01,0
313460,Jaboticatubas,2019,4,2019-4-01,0
