codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_doenca_de_chagas_aguda
317190,Virgolândia,2019,6,2019-6-01,0
317190,Virgolândia,2019,7,2019-7-01,0
317190,Virgolândia,2019,8,2019-8-01,0
317190,Virgolândia,2019,9,2019-9-01,0
317190,Virgolândia,2019,10,2019-10-01,0
317190,Virgolândia,2019,11,2019-11-01,0
317190,Virgolândia,2019,12,2019-12-01,2
317200,Visconde do Rio Branco,2019,1,2019-1-01,0
317200,Visconde do Rio Branco,2019,2,2019-2-01,0
317200,Visconde do Rio Branco,2019,3,2019-3-01,0
317200,Visconde do Rio Branco,2019,4,2019-4-01,0
317200,Visconde do Rio Branco,2019,5,2019-5-01,0
317200,Visconde do Rio Branco,2019,6,2019-6-01,0
317200,Visconde do Rio Branco,2019,7,2019-7-01,0
317200,Visconde do Rio Branco,2019,8,2019-8-01,0
317200,Visconde do Rio Branco,2019,9,2019-9-01,1
317200,Visconde do Rio Branco,2019,10,2019-10-01,0
317200,Visconde do Rio Branco,2019,11,2019-11-01,0
317200,Visconde do Rio Branco,2019,12,2019-12-01,0
310110,Aimorés,2018,1,2018-1-01,0
310110,Aimorés,2018,2,2018-2-01,1
310110,Aimorés,2018,3,2018-3-01,1
310110,Aimorés,2018,4,2018-4-01,1
310110,Aimorés,2018,5,2018-5-01,1
310110,Aimorés,2018,6,2018-6-01,6
310110,Aimorés,2018,7,2018-7-01,2
310110,Aimorés,2018,8,2018-8-01,0
310110,Aimorés,2018,9,2018-9-01,0
310110,Aimorés,2018,10,2018-10-01,0
310110,Aimorés,2018,11,2018-11-01,0
310110,Aimorés,2018,12,2018-12-01,0
310620,Belo Horizonte,2018,1,2018-1-01,0
310620,Belo Horizonte,2018,2,2018-2-01,1
310620,Belo Horizonte,2018,3,2018-3-01,0
310620,Belo Horizonte,2018,4,2018-4-01,1
310620,Belo Horizonte,2018,5,2018-5-01,0
310620,Belo Horizonte,2018,6,2018-6-01,0
310620,Belo Horizonte,2018,7,2018-7-01,0
310620,Belo Horizonte,2018,8,2018-8-01,0
310620,Belo Horizonte,2018,9,2018-9-01,0
310620,Belo Horizonte,2018,10,2018-10-01,0
310620,Belo Horizonte,2018,11,2018-11-01,0
310620,Belo Horizonte,2018,12,2018-12-01,0
310740,Bom Despacho,2018,1,2018-1-01,0
310740,Bom Despacho,2018,2,2018-2-01,0
310740,Bom Despacho,2018,3,2018-3-01,1
310740,Bom Despacho,2018,4,2018-4-01,0
310740,Bom Despacho,2018,5,2018-5-01,0
310740,Bom Despacho,2018,6,2018-6-01,0
310740,Bom Despacho,2018,7,2018-7-01,2
310740,Bom Despacho,2018,8,2018-8-01,2
310740,Bom Despacho,2018,9,2018-9-01,1
310740,Bom Despacho,2018,10,2018-10-01,0
310740,Bom Despacho,2018,11,2018-11-01,2
310740,Bom Despacho,2018,12,2018-12-01,0
311050,Camanducaia,2018,1,2018-1-01,0
311050,Camanducaia,2018,2,2018-2-01,0
311050,Camanducaia,2018,3,2018-3-01,0
311050,Camanducaia,2018,4,2018-4-01,0
311050,Camanducaia,2018,5,2018-5-01,0
311050,Camanducaia,2018,6,2018-6-01,0
311050,Camanducaia,2018,7,2018-7-01,0
311050,Camanducaia,2018,8,2018-8-01,0
311050,Camanducaia,2018,9,2018-9-01,1
311050,Camanducaia,2018,10,2018-10-01,0
311050,Camanducaia,2018,11,2018-11-01,0
311050,Camanducaia,2018,12,2018-12-01,0
311190,Cana Verde,2018,1,2018-1-01,0
311190,Cana Verde,2018,2,2018-2-01,0
311190,Cana Verde,2018,3,2018-3-01,0
311190,Cana Verde,2018,4,2018-4-01,0
311190,Cana Verde,2018,5,2018-5-01,0
311190,Cana Verde,2018,6,2018-6-01,0
311190,Cana Verde,2018,7,2018-7-01,0
311190,Cana Verde,2018,8,2018-8-01,0
311190,Cana Verde,2018,9,2018-9-01,0
311190,Cana Verde,2018,10,2018-10-01,1
311190,Cana Verde,2018,11,2018-11-01,0
311190,Cana Verde,2018,12,2018-12-01,0
311290,Caputira,2018,1,2018-1-01,1
311290,Caputira,2018,2,2018-2-01,3
311290,Caputira,2018,3,2018-3-01,0
311290,Caputira,2018,4,2018-4-01,0
311290,Caputira,2018,5,2018-5-01,0
311290,Caputira,2018,6,2018-6-01,0
311290,Caputira,2018,7,2018-7-01,0
311290,Caputira,2018,8,2018-8-01,0
311290,Caputira,2018,9,2018-9-01,0
311290,Caputira,2018,10,2018-10-01,0
311290,Caputira,2018,11,2018-11-01,0
311290,Caputira,2018,12,2018-12-01,0
311410,Carmo de Minas,2018,1,2018-1-01,0
311410,Carmo de Minas,2018,2,2018-2-01,0
311410,Carmo de Minas,2018,3,2018-3-01,0
311410,Carmo de Minas,2018,4,2018-4-01,0
311410,Carmo de Minas,2018,5,2018-5-01,0
311410,Carmo de Minas,2018,6,2018-6-01,0
311410,Carmo de Minas,2018,7,2018-7-01,0
311410,Carmo de Minas,2018,8,2018-8-01,0
311410,Carmo de Minas,2018,9,2018-9-01,1
311410,Carmo de Minas,2018,10,2018-10-01,0
311410,Carmo de Minas,2018,11,2018-11-01,0
311410,Carmo de Minas,2018,12,2018-12-01,0
311440,Carmo do Rio Claro,2018,1,2018-1-01,0
311440,Carmo do Rio Claro,2018,2,2018-2-01,0
311440,Carmo do Rio Claro,2018,3,2018-3-01,0
311440,Carmo do Rio Claro,2018,4,2018-4-01,0
311440,Carmo do Rio Claro,2018,5,2018-5-01,0
311440,Carmo do Rio Claro,2018,6,2018-6-01,0
311440,Carmo do Rio Claro,2018,7,2018-7-01,0
311440,Carmo do Rio Claro,2018,8,2018-8-01,0
311440,Carmo do Rio Claro,2018,9,2018-9-01,1
311440,Carmo do Rio Claro,2018,10,2018-10-01,0
311440,Carmo do Rio Claro,2018,11,2018-11-01,0
311440,Carmo do Rio Claro,2018,12,2018-12-01,0
311740,Conceição de Ipanema,2018,1,2018-1-01,3
311740,Conceição de Ipanema,2018,2,2018-2-01,0
311740,Conceição de Ipanema,2018,3,2018-3-01,0
311740,Conceição de Ipanema,2018,4,2018-4-01,0
311740,Conceição de Ipanema,2018,5,2018-5-01,0
311740,Conceição de Ipanema,2018,6,2018-6-01,0
311740,Conceição de Ipanema,2018,7,2018-7-01,0
311740,Conceição de Ipanema,2018,8,2018-8-01,0
311740,Conceição de Ipanema,2018,9,2018-9-01,0
311740,Conceição de Ipanema,2018,10,2018-10-01,0
311740,Conceição de Ipanema,2018,11,2018-11-01,0
311740,Conceição de Ipanema,2018,12,2018-12-01,0
311860,Contagem,2018,1,2018-1-01,1
311860,Contagem,2018,2,2018-2-01,0
311860,Contagem,2018,3,2018-3-01,0
311860,Contagem,2018,4,2018-4-01,0
311860,Contagem,2018,5,2018-5-01,0
311860,Contagem,2018,6,2018-6-01,0
311860,Contagem,2018,7,2018-7-01,0
311860,Contagem,2018,8,2018-8-01,0
311860,Contagem,2018,9,2018-9-01,0
311860,Contagem,2018,10,2018-10-01,0
311860,Contagem,2018,11,2018-11-01,0
311860,Contagem,2018,12,2018-12-01,0
311930,Coromandel,2018,1,2018-1-01,0
311930,Coromandel,2018,2,2018-2-01,0
311930,Coromandel,2018,3,2018-3-01,0
311930,Coromandel,2018,4,2018-4-01,0
311930,Coromandel,2018,5,2018-5-01,0
311930,Coromandel,2018,6,2018-6-01,0
311930,Coromandel,2018,7,2018-7-01,0
311930,Coromandel,2018,8,2018-8-01,0
311930,Coromandel,2018,9,2018-9-01,0
311930,Coromandel,2018,10,2018-10-01,2
311930,Coromandel,2018,11,2018-11-01,0
311930,Coromandel,2018,12,2018-12-01,0
311995,Córrego Fundo,2018,1,2018-1-01,1
311995,Córrego Fundo,2018,2,2018-2-01,0
311995,Córrego Fundo,2018,3,2018-3-01,0
311995,Córrego Fundo,2018,4,2018-4-01,0
311995,Córrego Fundo,2018,5,2018-5-01,0
311995,Córrego Fundo,2018,6,2018-6-01,0
311995,Córrego Fundo,2018,7,2018-7-01,0
311995,Córrego Fundo,2018,8,2018-8-01,0
311995,Córrego Fundo,2018,9,2018-9-01,0
311995,Córrego Fundo,2018,10,2018-10-01,0
311995,Córrego Fundo,2018,11,2018-11-01,0
311995,Córrego Fundo,2018,12,2018-12-01,0
312247,Dom Bosco,2018,1,2018-1-01,0
312247,Dom Bosco,2018,2,2018-2-01,0
312247,Dom Bosco,2018,3,2018-3-01,0
312247,Dom Bosco,2018,4,2018-4-01,1
312247,Dom Bosco,2018,5,2018-5-01,0
312247,Dom Bosco,2018,6,2018-6-01,0
312247,Dom Bosco,2018,7,2018-7-01,0
312247,Dom Bosco,2018,8,2018-8-01,0
312247,Dom Bosco,2018,9,2018-9-01,0
312247,Dom Bosco,2018,10,2018-10-01,0
312247,Dom Bosco,2018,11,2018-11-01,0
312247,Dom Bosco,2018,12,2018-12-01,0
312650,Francisco Badaró,2018,1,2018-1-01,0
312650,Francisco Badaró,2018,2,2018-2-01,0
312650,Francisco Badaró,2018,3,2018-3-01,0
312650,Francisco Badaró,2018,4,2018-4-01,0
312650,Francisco Badaró,2018,5,2018-5-01,0
312650,Francisco Badaró,2018,6,2018-6-01,0
312650,Francisco Badaró,2018,7,2018-7-01,0
312650,Francisco Badaró,2018,8,2018-8-01,1
312650,Francisco Badaró,2018,9,2018-9-01,0
312650,Francisco Badaró,2018,10,2018-10-01,0
312650,Francisco Badaró,2018,11,2018-11-01,0
312650,Francisco Badaró,2018,12,2018-12-01,0
312980,Ibirité,2018,1,2018-1-01,0
312980,Ibirité,2018,2,2018-2-01,2
312980,Ibirité,2018,3,2018-3-01,2
312980,Ibirité,2018,4,2018-4-01,0
312980,Ibirité,2018,5,2018-5-01,0
312980,Ibirité,2018,6,2018-6-01,0
312980,Ibirité,2018,7,2018-7-01,0
312980,Ibirité,2018,8,2018-8-01,0
312980,Ibirité,2018,9,2018-9-01,0
312980,Ibirité,2018,10,2018-10-01,0
312980,Ibirité,2018,11,2018-11-01,0
312980,Ibirité,2018,12,2018-12-01,0
313020,Igaratinga,2018,1,2018-1-01,0
313020,Igaratinga,2018,2,2018-2-01,1
313020,Igaratinga,2018,3,2018-3-01,0
313020,Igaratinga,2018,4,2018-4-01,0
313020,Igaratinga,2018,5,2018-5-01,1
313020,Igaratinga,2018,6,2018-6-01,0
313020,Igaratinga,2018,7,2018-7-01,0
313020,Igaratinga,2018,8,2018-8-01,0
313020,Igaratinga,2018,9,2018-9-01,0
313020,Igaratinga,2018,10,2018-10-01,0
313020,Igaratinga,2018,11,2018-11-01,0
313020,Igaratinga,2018,12,2018-12-01,0
313170,Itabira,2018,1,2018-1-01,0
313170,Itabira,2018,2,2018-2-01,0
313170,Itabira,2018,3,2018-3-01,0
313170,Itabira,2018,4,2018-4-01,0
313170,Itabira,2018,5,2018-5-01,0
313170,Itabira,2018,6,2018-6-01,0
313170,Itabira,2018,7,2018-7-01,1
313170,Itabira,2018,8,2018-8-01,0
313170,Itabira,2018,9,2018-9-01,0
313170,Itabira,2018,10,2018-10-01,0
313170,Itabira,2018,11,2018-11-01,1
313170,Itabira,2018,12,2018-12-01,0
313240,Itajubá,2018,1,2018-1-01,0
313240,Itajubá,2018,2,2018-2-01,0
313240,Itajubá,2018,3,2018-3-01,0
313240,Itajubá,2018,4,2018-4-01,0
313240,Itajubá,2018,5,2018-5-01,0
313240,Itajubá,2018,6,2018-6-01,1
313240,Itajubá,2018,7,2018-7-01,0
313240,Itajubá,2018,8,2018-8-01,0
313240,Itajubá,2018,9,2018-9-01,0
313240,Itajubá,2018,10,2018-10-01,0
313240,Itajubá,2018,11,2018-11-01,0
313240,Itajubá,2018,12,2018-12-01,0
313360,Itapeva,2018,1,2018-1-01,0
313360,Itapeva,2018,2,2018-2-01,0
313360,Itapeva,2018,3,2018-3-01,0
313360,Itapeva,2018,4,2018-4-01,1
313360,Itapeva,2018,5,2018-5-01,0
313360,Itapeva,2018,6,2018-6-01,0
313360,Itapeva,2018,7,2018-7-01,0
313360,Itapeva,2018,8,2018-8-01,0
313360,Itapeva,2018,9,2018-9-01,0
313360,Itapeva,2018,10,2018-10-01,0
313360,Itapeva,2018,11,2018-11-01,0
313360,Itapeva,2018,12,2018-12-01,0
313370,Itatiaiuçu,2018,1,2018-1-01,0
313370,Itatiaiuçu,2018,2,2018-2-01,0
313370,Itatiaiuçu,2018,3,2018-3-01,0
313370,Itatiaiuçu,2018,4,2018-4-01,0
313370,Itatiaiuçu,2018,5,2018-5-01,0
313370,Itatiaiuçu,2018,6,2018-6-01,0
313370,Itatiaiuçu,2018,7,2018-7-01,0
313370,Itatiaiuçu,2018,8,2018-8-01,2
313370,Itatiaiuçu,2018,9,2018-9-01,0
313370,Itatiaiuçu,2018,10,2018-10-01,0
313370,Itatiaiuçu,2018,11,2018-11-01,0
313370,Itatiaiuçu,2018,12,2018-12-01,0
313380,Itaúna,2018,1,2018-1-01,1
313380,Itaúna,2018,2,2018-2-01,0
313380,Itaúna,2018,3,2018-3-01,0
313380,Itaúna,2018,4,2018-4-01,0
313380,Itaúna,2018,5,2018-5-01,3
313380,Itaúna,2018,6,2018-6-01,0
313380,Itaúna,2018,7,2018-7-01,0
313380,Itaúna,2018,8,2018-8-01,1
313380,Itaúna,2018,9,2018-9-01,0
313380,Itaúna,2018,10,2018-10-01,0
313380,Itaúna,2018,11,2018-11-01,0
313380,Itaúna,2018,12,2018-12-01,1
313480,Jacuí,2018,1,2018-1-01,0
313480,Jacuí,2018,2,2018-2-01,0
313480,Jacuí,2018,3,2018-3-01,0
313480,Jacuí,2018,4,2018-4-01,1
313480,Jacuí,2018,5,2018-5-01,0
313480,Jacuí,2018,6,2018-6-01,0
313480,Jacuí,2018,7,2018-7-01,0
313480,Jacuí,2018,8,2018-8-01,0
313480,Jacuí,2018,9,2018-9-01,0
313480,Jacuí,2018,10,2018-10-01,0
313480,Jacuí,2018,11,2018-11-01,0
313480,Jacuí,2018,12,2018-12-01,0
313520,Januária,2018,1,2018-1-01,0
313520,Januária,2018,2,2018-2-01,0
313520,Januária,2018,3,2018-3-01,0
313520,Januária,2018,4,2018-4-01,0
313520,Januária,2018,5,2018-5-01,0
313520,Januária,2018,6,2018-6-01,0
313520,Januária,2018,7,2018-7-01,0
313520,Januária,2018,8,2018-8-01,0
313520,Januária,2018,9,2018-9-01,1
313520,Januária,2018,10,2018-10-01,0
313520,Januária,2018,11,2018-11-01,0
313520,Januária,2018,12,2018-12-01,0
313610,Joanésia,2018,1,2018-1-01,0
313610,Joanésia,2018,2,2018-2-01,0
313610,Joanésia,2018,3,2018-3-01,0
313610,Joanésia,2018,4,2018-4-01,0
313610,Joanésia,2018,5,2018-5-01,0
313610,Joanésia,2018,6,2018-6-01,0
313610,Joanésia,2018,7,2018-7-01,0
313610,Joanésia,2018,8,2018-8-01,0
313610,Joanésia,2018,9,2018-9-01,0
313610,Joanésia,2018,10,2018-10-01,0
313610,Joanésia,2018,11,2018-11-01,0
313610,Joanésia,2018,12,2018-12-01,1
313670,Juiz de Fora,2018,1,2018-1-01,1
313670,Juiz de Fora,2018,2,2018-2-01,0
313670,Juiz de Fora,2018,3,2018-3-01,0
313670,Juiz de Fora,2018,4,2018-4-01,0
313670,Juiz de Fora,2018,5,2018-5-01,0
313670,Juiz de Fora,2018,6,2018-6-01,0
313670,Juiz de Fora,2018,7,2018-7-01,0
313670,Juiz de Fora,2018,8,2018-8-01,0
313670,Juiz de Fora,2018,9,2018-9-01,1
313670,Juiz de Fora,2018,10,2018-10-01,0
313670,Juiz de Fora,2018,11,2018-11-01,0
313670,Juiz de Fora,2018,12,2018-12-01,0
313760,Lagoa Santa,2018,1,2018-1-01,0
313760,Lagoa Santa,2018,2,2018-2-01,0
313760,Lagoa Santa,2018,3,2018-3-01,0
313760,Lagoa Santa,2018,4,2018-4-01,0
313760,Lagoa Santa,2018,5,2018-5-01,0
313760,Lagoa Santa,2018,6,2018-6-01,0
313760,Lagoa Santa,2018,7,2018-7-01,0
313760,Lagoa Santa,2018,8,2018-8-01,0
313760,Lagoa Santa,2018,9,2018-9-01,0
313760,Lagoa Santa,2018,10,2018-10-01,0
313760,Lagoa Santa,2018,11,2018-11-01,0
313760,Lagoa Santa,2018,12,2018-12-01,1
313867,Luisburgo,2018,1,2018-1-01,12
313867,Luisburgo,2018,2,2018-2-01,0
313867,Luisburgo,2018,3,2018-3-01,4
313867,Luisburgo,2018,4,2018-4-01,0
313867,Luisburgo,2018,5,2018-5-01,0
313867,Luisburgo,2018,6,2018-6-01,0
313867,Luisburgo,2018,7,2018-7-01,0
313867,Luisburgo,2018,8,2018-8-01,0
313867,Luisburgo,2018,9,2018-9-01,0
313867,Luisburgo,2018,10,2018-10-01,3
313867,Luisburgo,2018,11,2018-11-01,0
313867,Luisburgo,2018,12,2018-12-01,0
313940,Manhuaçu,2018,1,2018-1-01,3
313940,Manhuaçu,2018,2,2018-2-01,15
313940,Manhuaçu,2018,3,2018-3-01,21
313940,Manhuaçu,2018,4,2018-4-01,18
313940,Manhuaçu,2018,5,2018-5-01,9
313940,Manhuaçu,2018,6,2018-6-01,12
313940,Manhuaçu,2018,7,2018-7-01,8
313940,Manhuaçu,2018,8,2018-8-01,5
313940,Manhuaçu,2018,9,2018-9-01,0
313940,Manhuaçu,2018,10,2018-10-01,17
313940,Manhuaçu,2018,11,2018-11-01,13
313940,Manhuaçu,2018,12,2018-12-01,4
314053,Martins Soares,2018,1,2018-1-01,0
314053,Martins Soares,2018,2,2018-2-01,0
314053,Martins Soares,2018,3,2018-3-01,0
314053,Martins Soares,2018,4,2018-4-01,0
314053,Martins Soares,2018,5,2018-5-01,0
314053,Martins Soares,2018,6,2018-6-01,0
314053,Martins Soares,2018,7,2018-7-01,0
314053,Martins Soares,2018,8,2018-8-01,0
314053,Martins Soares,2018,9,2018-9-01,4
314053,Martins Soares,2018,10,2018-10-01,0
314053,Martins Soares,2018,11,2018-11-01,0
314053,Martins Soares,2018,12,2018-12-01,0
314070,Mateus Leme,2018,1,2018-1-01,2
314070,Mateus Leme,2018,2,2018-2-01,0
314070,Mateus Leme,2018,3,2018-3-01,0
314070,Mateus Leme,2018,4,2018-4-01,0
314070,Mateus Leme,2018,5,2018-5-01,0
314070,Mateus Leme,2018,6,2018-6-01,0
314070,Mateus Leme,2018,7,2018-7-01,0
314070,Mateus Leme,2018,8,2018-8-01,1
314070,Mateus Leme,2018,9,2018-9-01,1
314070,Mateus Leme,2018,10,2018-10-01,1
314070,Mateus Leme,2018,11,2018-11-01,0
314070,Mateus Leme,2018,12,2018-12-01,0
314140,Medina,2018,1,2018-1-01,0
314140,Medina,2018,2,2018-2-01,0
314140,Medina,2018,3,2018-3-01,0
314140,Medina,2018,4,2018-4-01,0
314140,Medina,2018,5,2018-5-01,1
314140,Medina,2018,6,2018-6-01,0
314140,Medina,2018,7,2018-7-01,0
314140,Medina,2018,8,2018-8-01,0
314140,Medina,2018,9,2018-9-01,0
314140,Medina,2018,10,2018-10-01,0
314140,Medina,2018,11,2018-11-01,0
314140,Medina,2018,12,2018-12-01,0
314230,Moeda,2018,1,2018-1-01,0
314230,Moeda,2018,2,2018-2-01,0
314230,Moeda,2018,3,2018-3-01,0
314230,Moeda,2018,4,2018-4-01,0
314230,Moeda,2018,5,2018-5-01,0
314230,Moeda,2018,6,2018-6-01,1
314230,Moeda,2018,7,2018-7-01,0
314230,Moeda,2018,8,2018-8-01,0
314230,Moeda,2018,9,2018-9-01,0
314230,Moeda,2018,10,2018-10-01,0
314230,Moeda,2018,11,2018-11-01,0
314230,Moeda,2018,12,2018-12-01,5
314430,Nanuque,2018,1,2018-1-01,0
314430,Nanuque,2018,2,2018-2-01,0
314430,Nanuque,2018,3,2018-3-01,0
314430,Nanuque,2018,4,2018-4-01,0
314430,Nanuque,2018,5,2018-5-01,0
314430,Nanuque,2018,6,2018-6-01,0
314430,Nanuque,2018,7,2018-7-01,0
314430,Nanuque,2018,8,2018-8-01,0
314430,Nanuque,2018,9,2018-9-01,1
314430,Nanuque,2018,10,2018-10-01,0
314430,Nanuque,2018,11,2018-11-01,0
314430,Nanuque,2018,12,2018-12-01,0
314535,Novo Oriente de Minas,2018,1,2018-1-01,0
314535,Novo Oriente de Minas,2018,2,2018-2-01,0
314535,Novo Oriente de Minas,2018,3,2018-3-01,0
314535,Novo Oriente de Minas,2018,4,2018-4-01,0
314535,Novo Oriente de Minas,2018,5,2018-5-01,0
314535,Novo Oriente de Minas,2018,6,2018-6-01,0
314535,Novo Oriente de Minas,2018,7,2018-7-01,0
314535,Novo Oriente de Minas,2018,8,2018-8-01,0
314535,Novo Oriente de Minas,2018,9,2018-9-01,0
314535,Novo Oriente de Minas,2018,10,2018-10-01,0
314535,Novo Oriente de Minas,2018,11,2018-11-01,2
314535,Novo Oriente de Minas,2018,12,2018-12-01,0
314585,Oratórios,2018,1,2018-1-01,0
314585,Oratórios,2018,2,2018-2-01,0
314585,Oratórios,2018,3,2018-3-01,0
314585,Oratórios,2018,4,2018-4-01,0
314585,Oratórios,2018,5,2018-5-01,0
314585,Oratórios,2018,6,2018-6-01,0
314585,Oratórios,2018,7,2018-7-01,0
314585,Oratórios,2018,8,2018-8-01,0
314585,Oratórios,2018,9,2018-9-01,0
314585,Oratórios,2018,10,2018-10-01,0
314585,Oratórios,2018,11,2018-11-01,0
314585,Oratórios,2018,12,2018-12-01,2
314690,Papagaios,2018,1,2018-1-01,0
314690,Papagaios,2018,2,2018-2-01,1
314690,Papagaios,2018,3,2018-3-01,0
314690,Papagaios,2018,4,2018-4-01,0
314690,Papagaios,2018,5,2018-5-01,0
314690,Papagaios,2018,6,2018-6-01,1
314690,Papagaios,2018,7,2018-7-01,0
314690,Papagaios,2018,8,2018-8-01,0
314690,Papagaios,2018,9,2018-9-01,0
314690,Papagaios,2018,10,2018-10-01,0
314690,Papagaios,2018,11,2018-11-01,1
314690,Papagaios,2018,12,2018-12-01,0
314710,Pará de Minas,2018,1,2018-1-01,0
314710,Pará de Minas,2018,2,2018-2-01,0
314710,Pará de Minas,2018,3,2018-3-01,0
314710,Pará de Minas,2018,4,2018-4-01,2
314710,Pará de Minas,2018,5,2018-5-01,0
314710,Pará de Minas,2018,6,2018-6-01,0
314710,Pará de Minas,2018,7,2018-7-01,0
314710,Pará de Minas,2018,8,2018-8-01,0
314710,Pará de Minas,2018,9,2018-9-01,0
314710,Pará de Minas,2018,10,2018-10-01,1
314710,Pará de Minas,2018,11,2018-11-01,0
314710,Pará de Minas,2018,12,2018-12-01,1
315250,Pouso Alegre,2018,1,2018-1-01,0
315250,Pouso Alegre,2018,2,2018-2-01,0
315250,Pouso Alegre,2018,3,2018-3-01,0
315250,Pouso Alegre,2018,4,2018-4-01,0
315250,Pouso Alegre,2018,5,2018-5-01,0
315250,Pouso Alegre,2018,6,2018-6-01,0
315250,Pouso Alegre,2018,7,2018-7-01,0
315250,Pouso Alegre,2018,8,2018-8-01,1
315250,Pouso Alegre,2018,9,2018-9-01,0
315250,Pouso Alegre,2018,10,2018-10-01,1
315250,Pouso Alegre,2018,11,2018-11-01,0
315250,Pouso Alegre,2018,12,2018-12-01,0
315460,Ribeirão das Neves,2018,1,2018-1-01,1
315460,Ribeirão das Neves,2018,2,2018-2-01,0
315460,Ribeirão das Neves,2018,3,2018-3-01,0
315460,Ribeirão das Neves,2018,4,2018-4-01,0
315460,Ribeirão das Neves,2018,5,2018-5-01,0
315460,Ribeirão das Neves,2018,6,2018-6-01,0
315460,Ribeirão das Neves,2018,7,2018-7-01,0
315460,Ribeirão das Neves,2018,8,2018-8-01,0
315460,Ribeirão das Neves,2018,9,2018-9-01,0
315460,Ribeirão das Neves,2018,10,2018-10-01,0
315460,Ribeirão das Neves,2018,11,2018-11-01,0
315460,Ribeirão das Neves,2018,12,2018-12-01,0
315720,Santa Bárbara,2018,1,2018-1-01,0
315720,Santa Bárbara,2018,2,2018-2-01,0
315720,Santa Bárbara,2018,3,2018-3-01,0
315720,Santa Bárbara,2018,4,2018-4-01,0
315720,Santa Bárbara,2018,5,2018-5-01,0
315720,Santa Bárbara,2018,6,2018-6-01,0
315720,Santa Bárbara,2018,7,2018-7-01,0
315720,Santa Bárbara,2018,8,2018-8-01,0
315720,Santa Bárbara,2018,9,2018-9-01,0
315720,Santa Bárbara,2018,10,2018-10-01,0
315720,Santa Bárbara,2018,11,2018-11-01,0
315720,Santa Bárbara,2018,12,2018-12-01,1
316060,Santo Hipólito,2018,1,2018-1-01,0
316060,Santo Hipólito,2018,2,2018-2-01,0
316060,Santo Hipólito,2018,3,2018-3-01,0
316060,Santo Hipólito,2018,4,2018-4-01,0
316060,Santo Hipólito,2018,5,2018-5-01,1
316060,Santo Hipólito,2018,6,2018-6-01,0
316060,Santo Hipólito,2018,7,2018-7-01,0
316060,Santo Hipólito,2018,8,2018-8-01,0
316060,Santo Hipólito,2018,9,2018-9-01,0
316060,Santo Hipólito,2018,10,2018-10-01,0
316060,Santo Hipólito,2018,11,2018-11-01,0
316060,Santo Hipólito,2018,12,2018-12-01,0
316280,São João Evangelista,2018,1,2018-1-01,1
316280,São João Evangelista,2018,2,2018-2-01,0
316280,São João Evangelista,2018,3,2018-3-01,0
316280,São João Evangelista,2018,4,2018-4-01,0
316280,São João Evangelista,2018,5,2018-5-01,0
316280,São João Evangelista,2018,6,2018-6-01,0
316280,São João Evangelista,2018,7,2018-7-01,0
316280,São João Evangelista,2018,8,2018-8-01,0
316280,São João Evangelista,2018,9,2018-9-01,0
316280,São João Evangelista,2018,10,2018-10-01,1
316280,São João Evangelista,2018,11,2018-11-01,0
316280,São João Evangelista,2018,12,2018-12-01,0
316430,São Roque de Minas,2018,1,2018-1-01,0
316430,São Roque de Minas,2018,2,2018-2-01,0
316430,São Roque de Minas,2018,3,2018-3-01,0
316430,São Roque de Minas,2018,4,2018-4-01,0
316430,São Roque de Minas,2018,5,2018-5-01,0
316430,São Roque de Minas,2018,6,2018-6-01,0
316430,São Roque de Minas,2018,7,2018-7-01,0
316430,São Roque de Minas,2018,8,2018-8-01,0
316430,São Roque de Minas,2018,9,2018-9-01,0
316430,São Roque de Minas,2018,10,2018-10-01,1
316430,São Roque de Minas,2018,11,2018-11-01,0
316430,São Roque de Minas,2018,12,2018-12-01,0
316470,São Sebastião do Paraíso,2018,1,2018-1-01,0
316470,São Sebastião do Paraíso,2018,2,2018-2-01,0
316470,São Sebastião do Paraíso,2018,3,2018-3-01,0
316470,São Sebastião do Paraíso,2018,4,2018-4-01,0
316470,São Sebastião do Paraíso,2018,5,2018-5-01,0
316470,São Sebastião do Paraíso,2018,6,2018-6-01,1
316470,São Sebastião do Paraíso,2018,7,2018-7-01,0
316470,São Sebastião do Paraíso,2018,8,2018-8-01,0
316470,São Sebastião do Paraíso,2018,9,2018-9-01,0
316470,São Sebastião do Paraíso,2018,10,2018-10-01,0
316470,São Sebastião do Paraíso,2018,11,2018-11-01,0
316470,São Sebastião do Paraíso,2018,12,2018-12-01,0
316553,Sarzedo,2018,1,2018-1-01,1
316553,Sarzedo,2018,2,2018-2-01,0
316553,Sarzedo,2018,3,2018-3-01,0
316553,Sarzedo,2018,4,2018-4-01,0
316553,Sarzedo,2018,5,2018-5-01,0
316553,Sarzedo,2018,6,2018-6-01,0
316553,Sarzedo,2018,7,2018-7-01,0
316553,Sarzedo,2018,8,2018-8-01,1
316553,Sarzedo,2018,9,2018-9-01,0
316553,Sarzedo,2018,10,2018-10-01,0
316553,Sarzedo,2018,11,2018-11-01,0
316553,Sarzedo,2018,12,2018-12-01,0
316860,Teófilo Otoni,2018,1,2018-1-01,0
316860,Teófilo Otoni,2018,2,2018-2-01,0
316860,Teófilo Otoni,2018,3,2018-3-01,1
316860,Teófilo Otoni,2018,4,2018-4-01,1
316860,Teófilo Otoni,2018,5,2018-5-01,0
