codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_febre_amarela
312600,Florestal,2018,2,2018-2-01,2
312600,Florestal,2018,3,2018-3-01,0
312600,Florestal,2018,4,2018-4-01,0
312600,Florestal,2018,5,2018-5-01,0
312600,Florestal,2018,6,2018-6-01,0
312600,Florestal,2018,7,2018-7-01,0
312600,Florestal,2018,8,2018-8-01,0
312600,Florestal,2018,9,2018-9-01,0
312600,Florestal,2018,10,2018-10-01,0
312600,Florestal,2018,11,2018-11-01,0
312600,Florestal,2018,12,2018-12-01,0
312610,Formiga,2018,1,2018-1-01,0
312610,Formiga,2018,2,2018-2-01,1
312610,Formiga,2018,3,2018-3-01,1
312610,Formiga,2018,4,2018-4-01,0
312610,Formiga,2018,5,2018-5-01,0
312610,Formiga,2018,6,2018-6-01,0
312610,Formiga,2018,7,2018-7-01,0
312610,Formiga,2018,8,2018-8-01,0
312610,Formiga,2018,9,2018-9-01,0
312610,Formiga,2018,10,2018-10-01,0
312610,Formiga,2018,11,2018-11-01,1
312610,Formiga,2018,12,2018-12-01,1
312710,Frutal,2018,1,2018-1-01,0
312710,Frutal,2018,2,2018-2-01,0
312710,Frutal,2018,3,2018-3-01,0
312710,Frutal,2018,4,2018-4-01,0
312710,Frutal,2018,5,2018-5-01,0
312710,Frutal,2018,6,2018-6-01,0
312710,Frutal,2018,7,2018-7-01,0
312710,Frutal,2018,8,2018-8-01,0
312710,Frutal,2018,9,2018-9-01,0
312710,Frutal,2018,10,2018-10-01,1
312710,Frutal,2018,11,2018-11-01,0
312710,Frutal,2018,12,2018-12-01,0
312737,Goiabeira,2018,1,2018-1-01,0
312737,Goiabeira,2018,2,2018-2-01,0
312737,Goiabeira,2018,3,2018-3-01,0
312737,Goiabeira,2018,4,2018-4-01,1
312737,Goiabeira,2018,5,2018-5-01,1
312737,Goiabeira,2018,6,2018-6-01,0
312737,Goiabeira,2018,7,2018-7-01,0
312737,Goiabeira,2018,8,2018-8-01,0
312737,Goiabeira,2018,9,2018-9-01,0
312737,Goiabeira,2018,10,2018-10-01,0
312737,Goiabeira,2018,11,2018-11-01,0
312737,Goiabeira,2018,12,2018-12-01,0
312738,Goianá,2018,1,2018-1-01,0
312738,Goianá,2018,2,2018-2-01,0
312738,Goianá,2018,3,2018-3-01,0
312738,Goianá,2018,4,2018-4-01,0
312738,Goianá,2018,5,2018-5-01,0
312738,Goianá,2018,6,2018-6-01,0
312738,Goianá,2018,7,2018-7-01,0
312738,Goianá,2018,8,2018-8-01,0
312738,Goianá,2018,9,2018-9-01,0
312738,Goianá,2018,10,2018-10-01,0
312738,Goianá,2018,11,2018-11-01,0
312738,Goianá,2018,12,2018-12-01,1
312820,Guaraciaba,2018,1,2018-1-01,8
312820,Guaraciaba,2018,2,2018-2-01,1
312820,Guaraciaba,2018,3,2018-3-01,0
312820,Guaraciaba,2018,4,2018-4-01,0
312820,Guaraciaba,2018,5,2018-5-01,0
312820,Guaraciaba,2018,6,2018-6-01,0
312820,Guaraciaba,2018,7,2018-7-01,0
312820,Guaraciaba,2018,8,2018-8-01,0
312820,Guaraciaba,2018,9,2018-9-01,0
312820,Guaraciaba,2018,10,2018-10-01,0
312820,Guaraciaba,2018,11,2018-11-01,0
312820,Guaraciaba,2018,12,2018-12-01,0
312840,Guarani,2018,1,2018-1-01,0
312840,Guarani,2018,2,2018-2-01,1
312840,Guarani,2018,3,2018-3-01,0
312840,Guarani,2018,4,2018-4-01,0
312840,Guarani,2018,5,2018-5-01,0
312840,Guarani,2018,6,2018-6-01,0
312840,Guarani,2018,7,2018-7-01,0
312840,Guarani,2018,8,2018-8-01,0
312840,Guarani,2018,9,2018-9-01,0
312840,Guarani,2018,10,2018-10-01,0
312840,Guarani,2018,11,2018-11-01,0
312840,Guarani,2018,12,2018-12-01,0
312850,Guarará,2018,1,2018-1-01,2
312850,Guarará,2018,2,2018-2-01,1
312850,Guarará,2018,3,2018-3-01,0
312850,Guarará,2018,4,2018-4-01,0
312850,Guarará,2018,5,2018-5-01,0
312850,Guarará,2018,6,2018-6-01,0
312850,Guarará,2018,7,2018-7-01,0
312850,Guarará,2018,8,2018-8-01,0
312850,Guarará,2018,9,2018-9-01,0
312850,Guarará,2018,10,2018-10-01,0
312850,Guarará,2018,11,2018-11-01,0
312850,Guarará,2018,12,2018-12-01,0
312880,Guidoval,2018,1,2018-1-01,0
312880,Guidoval,2018,2,2018-2-01,3
312880,Guidoval,2018,3,2018-3-01,0
312880,Guidoval,2018,4,2018-4-01,0
312880,Guidoval,2018,5,2018-5-01,0
312880,Guidoval,2018,6,2018-6-01,0
312880,Guidoval,2018,7,2018-7-01,0
312880,Guidoval,2018,8,2018-8-01,0
312880,Guidoval,2018,9,2018-9-01,0
312880,Guidoval,2018,10,2018-10-01,0
312880,Guidoval,2018,11,2018-11-01,0
312880,Guidoval,2018,12,2018-12-01,0
312920,Heliodora,2018,1,2018-1-01,0
312920,Heliodora,2018,2,2018-2-01,1
312920,Heliodora,2018,3,2018-3-01,0
312920,Heliodora,2018,4,2018-4-01,0
312920,Heliodora,2018,5,2018-5-01,0
312920,Heliodora,2018,6,2018-6-01,0
312920,Heliodora,2018,7,2018-7-01,0
312920,Heliodora,2018,8,2018-8-01,0
312920,Heliodora,2018,9,2018-9-01,0
312920,Heliodora,2018,10,2018-10-01,0
312920,Heliodora,2018,11,2018-11-01,0
312920,Heliodora,2018,12,2018-12-01,0
312930,Iapu,2018,1,2018-1-01,0
312930,Iapu,2018,2,2018-2-01,1
312930,Iapu,2018,3,2018-3-01,0
312930,Iapu,2018,4,2018-4-01,0
312930,Iapu,2018,5,2018-5-01,0
312930,Iapu,2018,6,2018-6-01,0
312930,Iapu,2018,7,2018-7-01,0
312930,Iapu,2018,8,2018-8-01,0
312930,Iapu,2018,9,2018-9-01,0
312930,Iapu,2018,10,2018-10-01,0
312930,Iapu,2018,11,2018-11-01,0
312930,Iapu,2018,12,2018-12-01,0
312950,Ibiá,2018,1,2018-1-01,0
312950,Ibiá,2018,2,2018-2-01,0
312950,Ibiá,2018,3,2018-3-01,0
312950,Ibiá,2018,4,2018-4-01,0
312950,Ibiá,2018,5,2018-5-01,0
312950,Ibiá,2018,6,2018-6-01,0
312950,Ibiá,2018,7,2018-7-01,0
312950,Ibiá,2018,8,2018-8-01,0
312950,Ibiá,2018,9,2018-9-01,0
312950,Ibiá,2018,10,2018-10-01,1
312950,Ibiá,2018,11,2018-11-01,0
312950,Ibiá,2018,12,2018-12-01,0
312980,Ibirité,2018,1,2018-1-01,0
312980,Ibirité,2018,2,2018-2-01,0
312980,Ibirité,2018,3,2018-3-01,2
312980,Ibirité,2018,4,2018-4-01,2
312980,Ibirité,2018,5,2018-5-01,0
312980,Ibirité,2018,6,2018-6-01,0
312980,Ibirité,2018,7,2018-7-01,0
312980,Ibirité,2018,8,2018-8-01,0
312980,Ibirité,2018,9,2018-9-01,0
312980,Ibirité,2018,10,2018-10-01,0
312980,Ibirité,2018,11,2018-11-01,0
312980,Ibirité,2018,12,2018-12-01,1
313010,Igarapé,2018,1,2018-1-01,2
313010,Igarapé,2018,2,2018-2-01,0
313010,Igarapé,2018,3,2018-3-01,1
313010,Igarapé,2018,4,2018-4-01,0
313010,Igarapé,2018,5,2018-5-01,0
313010,Igarapé,2018,6,2018-6-01,0
313010,Igarapé,2018,7,2018-7-01,0
313010,Igarapé,2018,8,2018-8-01,0
313010,Igarapé,2018,9,2018-9-01,0
313010,Igarapé,2018,10,2018-10-01,0
313010,Igarapé,2018,11,2018-11-01,0
313010,Igarapé,2018,12,2018-12-01,0
313060,Inconfidentes,2018,1,2018-1-01,1
313060,Inconfidentes,2018,2,2018-2-01,0
313060,Inconfidentes,2018,3,2018-3-01,0
313060,Inconfidentes,2018,4,2018-4-01,0
313060,Inconfidentes,2018,5,2018-5-01,0
313060,Inconfidentes,2018,6,2018-6-01,0
313060,Inconfidentes,2018,7,2018-7-01,0
313060,Inconfidentes,2018,8,2018-8-01,0
313060,Inconfidentes,2018,9,2018-9-01,0
313060,Inconfidentes,2018,10,2018-10-01,0
313060,Inconfidentes,2018,11,2018-11-01,0
313060,Inconfidentes,2018,12,2018-12-01,0
313130,Ipatinga,2018,1,2018-1-01,0
313130,Ipatinga,2018,2,2018-2-01,0
313130,Ipatinga,2018,3,2018-3-01,0
313130,Ipatinga,2018,4,2018-4-01,1
313130,Ipatinga,2018,5,2018-5-01,0
313130,Ipatinga,2018,6,2018-6-01,0
313130,Ipatinga,2018,7,2018-7-01,0
313130,Ipatinga,2018,8,2018-8-01,0
313130,Ipatinga,2018,9,2018-9-01,0
313130,Ipatinga,2018,10,2018-10-01,0
313130,Ipatinga,2018,11,2018-11-01,0
313130,Ipatinga,2018,12,2018-12-01,0
313170,Itabira,2018,1,2018-1-01,5
313170,Itabira,2018,2,2018-2-01,39
313170,Itabira,2018,3,2018-3-01,5
313170,Itabira,2018,4,2018-4-01,2
313170,Itabira,2018,5,2018-5-01,0
313170,Itabira,2018,6,2018-6-01,0
313170,Itabira,2018,7,2018-7-01,1
313170,Itabira,2018,8,2018-8-01,0
313170,Itabira,2018,9,2018-9-01,1
313170,Itabira,2018,10,2018-10-01,0
313170,Itabira,2018,11,2018-11-01,0
313170,Itabira,2018,12,2018-12-01,0
313190,Itabirito,2018,1,2018-1-01,5
313190,Itabirito,2018,2,2018-2-01,11
313190,Itabirito,2018,3,2018-3-01,3
313190,Itabirito,2018,4,2018-4-01,0
313190,Itabirito,2018,5,2018-5-01,0
313190,Itabirito,2018,6,2018-6-01,0
313190,Itabirito,2018,7,2018-7-01,0
313190,Itabirito,2018,8,2018-8-01,0
313190,Itabirito,2018,9,2018-9-01,0
313190,Itabirito,2018,10,2018-10-01,0
313190,Itabirito,2018,11,2018-11-01,0
313190,Itabirito,2018,12,2018-12-01,0
313220,Itaguara,2018,1,2018-1-01,4
313220,Itaguara,2018,2,2018-2-01,0
313220,Itaguara,2018,3,2018-3-01,0
313220,Itaguara,2018,4,2018-4-01,0
313220,Itaguara,2018,5,2018-5-01,0
313220,Itaguara,2018,6,2018-6-01,0
313220,Itaguara,2018,7,2018-7-01,0
313220,Itaguara,2018,8,2018-8-01,0
313220,Itaguara,2018,9,2018-9-01,0
313220,Itaguara,2018,10,2018-10-01,0
313220,Itaguara,2018,11,2018-11-01,0
313220,Itaguara,2018,12,2018-12-01,0
313240,Itajubá,2018,1,2018-1-01,0
313240,Itajubá,2018,2,2018-2-01,3
313240,Itajubá,2018,3,2018-3-01,2
313240,Itajubá,2018,4,2018-4-01,2
313240,Itajubá,2018,5,2018-5-01,0
313240,Itajubá,2018,6,2018-6-01,0
313240,Itajubá,2018,7,2018-7-01,0
313240,Itajubá,2018,8,2018-8-01,0
313240,Itajubá,2018,9,2018-9-01,0
313240,Itajubá,2018,10,2018-10-01,0
313240,Itajubá,2018,11,2018-11-01,0
313240,Itajubá,2018,12,2018-12-01,0
313250,Itamarandiba,2018,1,2018-1-01,0
313250,Itamarandiba,2018,2,2018-2-01,0
313250,Itamarandiba,2018,3,2018-3-01,1
313250,Itamarandiba,2018,4,2018-4-01,0
313250,Itamarandiba,2018,5,2018-5-01,0
313250,Itamarandiba,2018,6,2018-6-01,0
313250,Itamarandiba,2018,7,2018-7-01,0
313250,Itamarandiba,2018,8,2018-8-01,0
313250,Itamarandiba,2018,9,2018-9-01,0
313250,Itamarandiba,2018,10,2018-10-01,0
313250,Itamarandiba,2018,11,2018-11-01,0
313250,Itamarandiba,2018,12,2018-12-01,0
313280,Itambé do Mato Dentro,2018,1,2018-1-01,1
313280,Itambé do Mato Dentro,2018,2,2018-2-01,0
313280,Itambé do Mato Dentro,2018,3,2018-3-01,0
313280,Itambé do Mato Dentro,2018,4,2018-4-01,0
313280,Itambé do Mato Dentro,2018,5,2018-5-01,0
313280,Itambé do Mato Dentro,2018,6,2018-6-01,0
313280,Itambé do Mato Dentro,2018,7,2018-7-01,0
313280,Itambé do Mato Dentro,2018,8,2018-8-01,0
313280,Itambé do Mato Dentro,2018,9,2018-9-01,0
313280,Itambé do Mato Dentro,2018,10,2018-10-01,0
313280,Itambé do Mato Dentro,2018,11,2018-11-01,0
313280,Itambé do Mato Dentro,2018,12,2018-12-01,0
313330,Itaobim,2018,1,2018-1-01,1
313330,Itaobim,2018,2,2018-2-01,0
313330,Itaobim,2018,3,2018-3-01,0
313330,Itaobim,2018,4,2018-4-01,0
313330,Itaobim,2018,5,2018-5-01,0
313330,Itaobim,2018,6,2018-6-01,0
313330,Itaobim,2018,7,2018-7-01,0
313330,Itaobim,2018,8,2018-8-01,0
313330,Itaobim,2018,9,2018-9-01,0
313330,Itaobim,2018,10,2018-10-01,0
313330,Itaobim,2018,11,2018-11-01,0
313330,Itaobim,2018,12,2018-12-01,0
313360,Itapeva,2018,1,2018-1-01,1
313360,Itapeva,2018,2,2018-2-01,0
313360,Itapeva,2018,3,2018-3-01,0
313360,Itapeva,2018,4,2018-4-01,0
313360,Itapeva,2018,5,2018-5-01,0
313360,Itapeva,2018,6,2018-6-01,0
313360,Itapeva,2018,7,2018-7-01,0
313360,Itapeva,2018,8,2018-8-01,0
313360,Itapeva,2018,9,2018-9-01,0
313360,Itapeva,2018,10,2018-10-01,0
313360,Itapeva,2018,11,2018-11-01,0
313360,Itapeva,2018,12,2018-12-01,0
313370,Itatiaiuçu,2018,1,2018-1-01,3
313370,Itatiaiuçu,2018,2,2018-2-01,2
313370,Itatiaiuçu,2018,3,2018-3-01,0
313370,Itatiaiuçu,2018,4,2018-4-01,0
313370,Itatiaiuçu,2018,5,2018-5-01,0
313370,Itatiaiuçu,2018,6,2018-6-01,0
313370,Itatiaiuçu,2018,7,2018-7-01,0
313370,Itatiaiuçu,2018,8,2018-8-01,0
313370,Itatiaiuçu,2018,9,2018-9-01,0
313370,Itatiaiuçu,2018,10,2018-10-01,0
313370,Itatiaiuçu,2018,11,2018-11-01,0
313370,Itatiaiuçu,2018,12,2018-12-01,0
313375,Itaú de Minas,2018,1,2018-1-01,0
313375,Itaú de Minas,2018,2,2018-2-01,0
313375,Itaú de Minas,2018,3,2018-3-01,0
313375,Itaú de Minas,2018,4,2018-4-01,0
313375,Itaú de Minas,2018,5,2018-5-01,0
313375,Itaú de Minas,2018,6,2018-6-01,0
313375,Itaú de Minas,2018,7,2018-7-01,0
313375,Itaú de Minas,2018,8,2018-8-01,1
313375,Itaú de Minas,2018,9,2018-9-01,0
313375,Itaú de Minas,2018,10,2018-10-01,0
313375,Itaú de Minas,2018,11,2018-11-01,0
313375,Itaú de Minas,2018,12,2018-12-01,0
313380,Itaúna,2018,1,2018-1-01,7
313380,Itaúna,2018,2,2018-2-01,2
313380,Itaúna,2018,3,2018-3-01,0
313380,Itaúna,2018,4,2018-4-01,1
313380,Itaúna,2018,5,2018-5-01,0
313380,Itaúna,2018,6,2018-6-01,0
313380,Itaúna,2018,7,2018-7-01,0
313380,Itaúna,2018,8,2018-8-01,0
313380,Itaúna,2018,9,2018-9-01,0
313380,Itaúna,2018,10,2018-10-01,0
313380,Itaúna,2018,11,2018-11-01,0
313380,Itaúna,2018,12,2018-12-01,0
313390,Itaverava,2018,1,2018-1-01,2
313390,Itaverava,2018,2,2018-2-01,3
313390,Itaverava,2018,3,2018-3-01,0
313390,Itaverava,2018,4,2018-4-01,0
313390,Itaverava,2018,5,2018-5-01,0
313390,Itaverava,2018,6,2018-6-01,0
313390,Itaverava,2018,7,2018-7-01,0
313390,Itaverava,2018,8,2018-8-01,0
313390,Itaverava,2018,9,2018-9-01,0
313390,Itaverava,2018,10,2018-10-01,0
313390,Itaverava,2018,11,2018-11-01,0
313390,Itaverava,2018,12,2018-12-01,0
313420,Ituiutaba,2018,1,2018-1-01,0
313420,Ituiutaba,2018,2,2018-2-01,1
313420,Ituiutaba,2018,3,2018-3-01,0
313420,Ituiutaba,2018,4,2018-4-01,0
313420,Ituiutaba,2018,5,2018-5-01,0
313420,Ituiutaba,2018,6,2018-6-01,0
313420,Ituiutaba,2018,7,2018-7-01,0
313420,Ituiutaba,2018,8,2018-8-01,0
313420,Ituiutaba,2018,9,2018-9-01,0
313420,Ituiutaba,2018,10,2018-10-01,0
313420,Ituiutaba,2018,11,2018-11-01,0
313420,Ituiutaba,2018,12,2018-12-01,0
313460,Jaboticatubas,2018,1,2018-1-01,0
313460,Jaboticatubas,2018,2,2018-2-01,1
313460,Jaboticatubas,2018,3,2018-3-01,0
313460,Jaboticatubas,2018,4,2018-4-01,0
313460,Jaboticatubas,2018,5,2018-5-01,0
313460,Jaboticatubas,2018,6,2018-6-01,0
313460,Jaboticatubas,2018,7,2018-7-01,0
313460,Jaboticatubas,2018,8,2018-8-01,0
313460,Jaboticatubas,2018,9,2018-9-01,0
313460,Jaboticatubas,2018,10,2018-10-01,0
313460,Jaboticatubas,2018,11,2018-11-01,0
313460,Jaboticatubas,2018,12,2018-12-01,0
313470,Jacinto,2018,1,2018-1-01,0
313470,Jacinto,2018,2,2018-2-01,0
313470,Jacinto,2018,3,2018-3-01,0
313470,Jacinto,2018,4,2018-4-01,1
313470,Jacinto,2018,5,2018-5-01,0
313470,Jacinto,2018,6,2018-6-01,0
313470,Jacinto,2018,7,2018-7-01,0
313470,Jacinto,2018,8,2018-8-01,0
313470,Jacinto,2018,9,2018-9-01,0
313470,Jacinto,2018,10,2018-10-01,0
313470,Jacinto,2018,11,2018-11-01,0
313470,Jacinto,2018,12,2018-12-01,0
313490,Jacutinga,2018,1,2018-1-01,1
313490,Jacutinga,2018,2,2018-2-01,3
313490,Jacutinga,2018,3,2018-3-01,1
313490,Jacutinga,2018,4,2018-4-01,0
313490,Jacutinga,2018,5,2018-5-01,0
313490,Jacutinga,2018,6,2018-6-01,0
313490,Jacutinga,2018,7,2018-7-01,0
313490,Jacutinga,2018,8,2018-8-01,0
313490,Jacutinga,2018,9,2018-9-01,0
313490,Jacutinga,2018,10,2018-10-01,0
313490,Jacutinga,2018,11,2018-11-01,0
313490,Jacutinga,2018,12,2018-12-01,0
313510,Janaúba,2018,1,2018-1-01,1
313510,Janaúba,2018,2,2018-2-01,0
313510,Janaúba,2018,3,2018-3-01,0
313510,Janaúba,2018,4,2018-4-01,0
313510,Janaúba,2018,5,2018-5-01,0
313510,Janaúba,2018,6,2018-6-01,0
313510,Janaúba,2018,7,2018-7-01,0
313510,Janaúba,2018,8,2018-8-01,0
313510,Janaúba,2018,9,2018-9-01,0
313510,Janaúba,2018,10,2018-10-01,0
313510,Janaúba,2018,11,2018-11-01,0
313510,Janaúba,2018,12,2018-12-01,0
313540,Jeceaba,2018,1,2018-1-01,1
313540,Jeceaba,2018,2,2018-2-01,1
313540,Jeceaba,2018,3,2018-3-01,0
313540,Jeceaba,2018,4,2018-4-01,0
313540,Jeceaba,2018,5,2018-5-01,0
313540,Jeceaba,2018,6,2018-6-01,0
313540,Jeceaba,2018,7,2018-7-01,0
313540,Jeceaba,2018,8,2018-8-01,0
313540,Jeceaba,2018,9,2018-9-01,0
313540,Jeceaba,2018,10,2018-10-01,0
313540,Jeceaba,2018,11,2018-11-01,0
313540,Jeceaba,2018,12,2018-12-01,0
313550,Jequeri,2018,1,2018-1-01,0
313550,Jequeri,2018,2,2018-2-01,0
313550,Jequeri,2018,3,2018-3-01,0
313550,Jequeri,2018,4,2018-4-01,1
313550,Jequeri,2018,5,2018-5-01,0
313550,Jequeri,2018,6,2018-6-01,0
313550,Jequeri,2018,7,2018-7-01,0
313550,Jequeri,2018,8,2018-8-01,0
313550,Jequeri,2018,9,2018-9-01,0
313550,Jequeri,2018,10,2018-10-01,0
313550,Jequeri,2018,11,2018-11-01,0
313550,Jequeri,2018,12,2018-12-01,0
313620,João Monlevade,2018,1,2018-1-01,2
313620,João Monlevade,2018,2,2018-2-01,4
313620,João Monlevade,2018,3,2018-3-01,1
313620,João Monlevade,2018,4,2018-4-01,1
313620,João Monlevade,2018,5,2018-5-01,0
313620,João Monlevade,2018,6,2018-6-01,1
313620,João Monlevade,2018,7,2018-7-01,0
313620,João Monlevade,2018,8,2018-8-01,0
313620,João Monlevade,2018,9,2018-9-01,0
313620,João Monlevade,2018,10,2018-10-01,0
313620,João Monlevade,2018,11,2018-11-01,0
313620,João Monlevade,2018,12,2018-12-01,0
313665,Juatuba,2018,1,2018-1-01,1
313665,Juatuba,2018,2,2018-2-01,3
313665,Juatuba,2018,3,2018-3-01,0
313665,Juatuba,2018,4,2018-4-01,0
313665,Juatuba,2018,5,2018-5-01,0
313665,Juatuba,2018,6,2018-6-01,0
313665,Juatuba,2018,7,2018-7-01,0
313665,Juatuba,2018,8,2018-8-01,0
313665,Juatuba,2018,9,2018-9-01,0
313665,Juatuba,2018,10,2018-10-01,0
313665,Juatuba,2018,11,2018-11-01,0
313665,Juatuba,2018,12,2018-12-01,0
313670,Juiz de Fora,2018,1,2018-1-01,28
313670,Juiz de Fora,2018,2,2018-2-01,36
313670,Juiz de Fora,2018,3,2018-3-01,15
313670,Juiz de Fora,2018,4,2018-4-01,4
313670,Juiz de Fora,2018,5,2018-5-01,0
313670,Juiz de Fora,2018,6,2018-6-01,0
313670,Juiz de Fora,2018,7,2018-7-01,0
313670,Juiz de Fora,2018,8,2018-8-01,1
313670,Juiz de Fora,2018,9,2018-9-01,0
313670,Juiz de Fora,2018,10,2018-10-01,1
313670,Juiz de Fora,2018,11,2018-11-01,2
313670,Juiz de Fora,2018,12,2018-12-01,0
313740,Lagoa Dourada,2018,1,2018-1-01,1
313740,Lagoa Dourada,2018,2,2018-2-01,1
313740,Lagoa Dourada,2018,3,2018-3-01,1
313740,Lagoa Dourada,2018,4,2018-4-01,0
313740,Lagoa Dourada,2018,5,2018-5-01,0
313740,Lagoa Dourada,2018,6,2018-6-01,0
313740,Lagoa Dourada,2018,7,2018-7-01,0
313740,Lagoa Dourada,2018,8,2018-8-01,0
313740,Lagoa Dourada,2018,9,2018-9-01,0
313740,Lagoa Dourada,2018,10,2018-10-01,0
313740,Lagoa Dourada,2018,11,2018-11-01,0
313740,Lagoa Dourada,2018,12,2018-12-01,0
313760,Lagoa Santa,2018,1,2018-1-01,0
313760,Lagoa Santa,2018,2,2018-2-01,1
313760,Lagoa Santa,2018,3,2018-3-01,0
313760,Lagoa Santa,2018,4,2018-4-01,1
313760,Lagoa Santa,2018,5,2018-5-01,0
313760,Lagoa Santa,2018,6,2018-6-01,0
313760,Lagoa Santa,2018,7,2018-7-01,0
313760,Lagoa Santa,2018,8,2018-8-01,0
313760,Lagoa Santa,2018,9,2018-9-01,0
313760,Lagoa Santa,2018,10,2018-10-01,0
313760,Lagoa Santa,2018,11,2018-11-01,0
313760,Lagoa Santa,2018,12,2018-12-01,0
313780,Lambari,2018,1,2018-1-01,0
313780,Lambari,2018,2,2018-2-01,2
313780,Lambari,2018,3,2018-3-01,0
313780,Lambari,2018,4,2018-4-01,0
313780,Lambari,2018,5,2018-5-01,0
313780,Lambari,2018,6,2018-6-01,0
313780,Lambari,2018,7,2018-7-01,0
313780,Lambari,2018,8,2018-8-01,0
313780,Lambari,2018,9,2018-9-01,0
313780,Lambari,2018,10,2018-10-01,0
313780,Lambari,2018,11,2018-11-01,0
313780,Lambari,2018,12,2018-12-01,0
313820,Lavras,2018,1,2018-1-01,0
313820,Lavras,2018,2,2018-2-01,0
313820,Lavras,2018,3,2018-3-01,2
313820,Lavras,2018,4,2018-4-01,0
313820,Lavras,2018,5,2018-5-01,0
313820,Lavras,2018,6,2018-6-01,0
313820,Lavras,2018,7,2018-7-01,0
313820,Lavras,2018,8,2018-8-01,0
313820,Lavras,2018,9,2018-9-01,0
313820,Lavras,2018,10,2018-10-01,0
313820,Lavras,2018,11,2018-11-01,0
313820,Lavras,2018,12,2018-12-01,0
313840,Leopoldina,2018,1,2018-1-01,2
313840,Leopoldina,2018,2,2018-2-01,1
313840,Leopoldina,2018,3,2018-3-01,2
313840,Leopoldina,2018,4,2018-4-01,0
313840,Leopoldina,2018,5,2018-5-01,0
313840,Leopoldina,2018,6,2018-6-01,0
313840,Leopoldina,2018,7,2018-7-01,0
313840,Leopoldina,2018,8,2018-8-01,0
313840,Leopoldina,2018,9,2018-9-01,0
313840,Leopoldina,2018,10,2018-10-01,0
313840,Leopoldina,2018,11,2018-11-01,0
313840,Leopoldina,2018,12,2018-12-01,0
313860,Lima Duarte,2018,1,2018-1-01,5
313860,Lima Duarte,2018,2,2018-2-01,16
313860,Lima Duarte,2018,3,2018-3-01,0
313860,Lima Duarte,2018,4,2018-4-01,0
313860,Lima Duarte,2018,5,2018-5-01,0
313860,Lima Duarte,2018,6,2018-6-01,0
313860,Lima Duarte,2018,7,2018-7-01,0
313860,Lima Duarte,2018,8,2018-8-01,0
313860,Lima Duarte,2018,9,2018-9-01,0
313860,Lima Duarte,2018,10,2018-10-01,0
313860,Lima Duarte,2018,11,2018-11-01,0
313860,Lima Duarte,2018,12,2018-12-01,0
313867,Luisburgo,2018,1,2018-1-01,0
313867,Luisburgo,2018,2,2018-2-01,0
313867,Luisburgo,2018,3,2018-3-01,0
313867,Luisburgo,2018,4,2018-4-01,0
313867,Luisburgo,2018,5,2018-5-01,0
313867,Luisburgo,2018,6,2018-6-01,0
313867,Luisburgo,2018,7,2018-7-01,0
313867,Luisburgo,2018,8,2018-8-01,0
313867,Luisburgo,2018,9,2018-9-01,0
313867,Luisburgo,2018,10,2018-10-01,0
313867,Luisburgo,2018,11,2018-11-01,0
313867,Luisburgo,2018,12,2018-12-01,1
313940,Manhuaçu,2018,1,2018-1-01,0
313940,Manhuaçu,2018,2,2018-2-01,0
313940,Manhuaçu,2018,3,2018-3-01,0
313940,Manhuaçu,2018,4,2018-4-01,0
313940,Manhuaçu,2018,5,2018-5-01,0
313940,Manhuaçu,2018,6,2018-6-01,0
313940,Manhuaçu,2018,7,2018-7-01,0
313940,Manhuaçu,2018,8,2018-8-01,0
313940,Manhuaçu,2018,9,2018-9-01,1
313940,Manhuaçu,2018,10,2018-10-01,0
313940,Manhuaçu,2018,11,2018-11-01,0
313940,Manhuaçu,2018,12,2018-12-01,0
313980,Mar de Espanha,2018,1,2018-1-01,1
313980,Mar de Espanha,2018,2,2018-2-01,1
313980,Mar de Espanha,2018,3,2018-3-01,0
313980,Mar de Espanha,2018,4,2018-4-01,0
313980,Mar de Espanha,2018,5,2018-5-01,0
313980,Mar de Espanha,2018,6,2018-6-01,0
313980,Mar de Espanha,2018,7,2018-7-01,0
313980,Mar de Espanha,2018,8,2018-8-01,0
313980,Mar de Espanha,2018,9,2018-9-01,0
313980,Mar de Espanha,2018,10,2018-10-01,0
313980,Mar de Espanha,2018,11,2018-11-01,0
313980,Mar de Espanha,2018,12,2018-12-01,1
313970,Maravilhas,2018,1,2018-1-01,0
313970,Maravilhas,2018,2,2018-2-01,1
313970,Maravilhas,2018,3,2018-3-01,0
313970,Maravilhas,2018,4,2018-4-01,0
313970,Maravilhas,2018,5,2018-5-01,0
313970,Maravilhas,2018,6,2018-6-01,0
313970,Maravilhas,2018,7,2018-7-01,0
313970,Maravilhas,2018,8,2018-8-01,0
313970,Maravilhas,2018,9,2018-9-01,0
313970,Maravilhas,2018,10,2018-10-01,0
313970,Maravilhas,2018,11,2018-11-01,0
313970,Maravilhas,2018,12,2018-12-01,0
313990,Maria da Fé,2018,1,2018-1-01,0
313990,Maria da Fé,2018,2,2018-2-01,0
313990,Maria da Fé,2018,3,2018-3-01,0
313990,Maria da Fé,2018,4,2018-4-01,1
313990,Maria da Fé,2018,5,2018-5-01,0
313990,Maria da Fé,2018,6,2018-6-01,0
313990,Maria da Fé,2018,7,2018-7-01,0
313990,Maria da Fé,2018,8,2018-8-01,0
313990,Maria da Fé,2018,9,2018-9-01,0
313990,Maria da Fé,2018,10,2018-10-01,0
